"고정형CCTV지번주소","위도","경도","자치구","단속지점명","현장구분"
"성산동 597","37.56453065","126.9058333","마포구","동성아파트 주변","불법주정차구역"
"성산동 370","37.56608401","126.9025668","마포구","마포구청 주변","불법주정차구역"
"중동 289-1","37.56936565","126.9117997","마포구","건영월드컵APT주변","불법주정차구역"
"성산동 164-4","37.56769376","126.9048311","마포구","성원초등학교 주변","불법주정차구역"
"중동 42","37.57077636","126.903863","마포구","신북초등학교 주변","불법주정차구역"
"중동 64-25","37.56991308","126.9039452","마포구","신북초교 현대상가 주변","불법주정차구역"
"상암동11-5","37.5781215","126.8936508","마포구","상암파출소 주변","불법주정차구역"
"상암동 239-5","37.58130194","126.8921143","마포구","MBC후문 주변","불법주정차구역"
"서울 마포구 상암동 1651","37.5770108208633","126.890099645545","마포구","JTBC방송국 주변","불법주정차구역"
"서울 마포구 상암동 1605","37.5794419093126","126.890322604776","마포구","디지털미디어시티사거리","불법주정차구역"
"서울 마포구 상암동 1600","37.5805267876515","126.88772655104","마포구","LG유플러스 상암사옥 주변","불법주정차구역"
"서울 마포구 상암동 1590","37.5816223202625","126.886049581236","마포구","상암IT타워 주변","불법주정차구역"
"서울 마포구 상암동 1597","37.581324224744","126.888548408154","마포구","사보이시티 주변","불법주정차구역"
"청룡동920","37.480087","126.94389","관악구"," C1002 청룡4길 49  관악초교 부근","불법주정차구역"
"중앙동458-113","37.486115","126.94959","관악구","C2001 중앙길 105 신봉초교 부근","불법주정차구역"
"난곡동715-32","37.470291","126.91745","관악구","C2002 난곡로35길 68 삼성아트빌아파트 부근","불법주정차구역"
"난향동1735-9","37.46038","126.92075","관악구","C2005 난곡로 42 GS슈퍼마켓 부근","불법주정차구역"
"은천동622-1","37.486467","126.94336","관악구","C2006 은천로 69 은천초교 부근","불법주정차구역"
"성현동492-26","37.488581","126.94632","관악구","C3010 양녕로 74 구암초교 부근","불법주정차구역"
"청림동1717-2","37.489234","126.95975","관악구","CA001 청림5길 22 은비유치원 부근","불법주정차구역"
"중앙동912-18","37.482603","126.94649","관악구","CA002 양녕로 6 LG전자 서비스센터 부근","불법주정차구역"
"성현동480-3","37.489091","126.94862","관악구","CA004 은천로25길 69 새소슬유치원 부근","불법주정차구역"
"성현동산101-75","37.490591","126.94797","관악구","CA005 구암길 65 소슬유치원 부근","불법주정차구역"
"삼성동300-6","37.466272","126.93128","관악구","CA008 호암로 545 미림어린이집 부근","불법주정차구역"
"서울 성북구 돈암동 51-4","37.5977912430169","127.021440494292","성북구","매월초등학교 돈암동51-4","불법주정차구역"
"서울 강서구 염창동 53-1","37.55350886688954","126.87110032590875","강서구","염창주민센터 사거리 주변","불법주정차구역"
"서울 성동구 성수동2가 280-6","37.5465738640447","127.064595086462","성동구","C833_아남공원주변","불법주정차구역"
"서울 영등포구 여의도동 22","37.5251913154781","126.929112756574","영등포구","파크원 북측 여의도공원 방향","불법주정차구역"
"서울 도봉구 창동 822","37.65289321623553","127.04590353624437","도봉구","창동역2번출구 대림아파트앞","불법주정차구역"
"서울 도봉구 쌍문동 419","37.651621958028684","127.01368328741995","도봉구","덕성여대 정문 진입로","불법주정차구역"
"서울 마포구 상암동 1740","37.5850443805494","126.879869563728","마포구","하늘초등학교 주변","불법주정차구역"
"서울 마포구 상암동 339-6","37.5787580201272","126.880806276364","마포구","서부면허시험장 주변","불법주정차구역"
"서울 마포구 상암동 34-35","37.5758805538364","126.8949825596","마포구","서동한우 주변","불법주정차구역"
"서울 마포구 대흥동 30-3","37.5499060881738","126.945533810385","마포구","마포자이A3차주변","불법주정차구역"
"서울 마포구 염리동 81-62","37.5487866418775","126.944660212326","마포구","용강초등학교 후문 주변","불법주정차구역"
"서울 마포구 동교동 166-13","37.5570312704359","126.924570289339","마포구","홍대입구역 8번출구 주변","불법주정차구역"
"서울 마포구 신수동 181-2","37.5471432275189","126.936946464254","마포구","성원아파트 주변","불법주정차구역"
"서울 마포구 공덕동 188-108","37.5513746010595","126.950600142116","마포구","마포현대아파트 상가 주변","불법주정차구역"
"대흥동 50-10","37.549023","126.942999","마포구","세헌오피스텔 주변","불법주정차구역"
"대흥동 12","37.555331","126.945844","마포구","신촌그랑자이 주변","불법주정차구역"
"신림동1627-11","37.479082","126.92651","관악구","CF001 문성로 206 금샘아트빌 부근","불법주정차구역"
"미성동724-49","37.473796","126.91691","관악구","D2027 미성3길 20 신림동부센트레빌아파트 부근","불법주정차구역"
"삼성동307-5","37.464696","126.93154","관악구","D2038 호암로 528 농협하나로마트 부근","불법주정차구역"
"성현동1712-5","37.492218","126.94894","관악구","D2054 성현로 53 구암중학교 부근","불법주정차구역"
"은천동956-3","37.485749","126.93798","관악구","D2071 은천로28 사거리 그랑데뷰 부근","불법주정차구역"
"청림동13-44","37.488334","126.95908","관악구","D2091 청림길 7-1 서희스타힐스 부근","불법주정차구역"
"남현동1083-3","37.474444","126.97616","관악구","D3014 남현길 55 예촌어린이공원 부근","불법주정차구역"
"삼성동361-71","37.46934","126.93071","관악구","D3029 양지길 91 신일주차장 부근","불법주정차구역"
"신림동1430-12","37.487424","126.92801","관악구","D3050 신림동길 6 서울집앞 사거리 부근","불법주정차구역"
"조원동537-33","37.482466","126.91437","관악구","D3068 난곡로 65길 2 부근","불법주정차구역"
"중앙동32-2","37.483495","126.95412","관악구","D3073 관악로 211 중앙길 혜인약국 초입 부근","불법주정차구역"
"미성동750-1맞은편","37.476763","126.91351","관악구","D3097 문성로16가길 1 미성중학교 부근","불법주정차구역"
"서울 강동구 상일동 121","37.556539","127.165508 ","강동구","상일파출소 앞","불법주정차구역"
"서울 강동구 명일동 296-1","37.552208","127.146122 ","강동구","고명초교 앞","불법주정차구역"
"서울 성북구 안암동5가 1-2","37.5887034223667","127.031698331241","성북구","고려대학교 어린이집","불법주정차구역"
"서울 도봉구 쌍문동 209","37.658114218621556","127.03300140942908","도봉구","금호한양아파트사거리","불법주정차구역"
"서울 도봉구 창동 266","37.65482408036959","127.04457600087467","도봉구","창동초등학교 정문앞","불법주정차구역"
"서울 도봉구 창동 1-10","37.65536929289158","127.04990542720044","도봉구","창동하나로마트 사거리","불법주정차구역"
"서울 도봉구 방학동 720-1","37.66588752936422","127.04614671983022","도봉구","사랑유치원 앞","불법주정차구역"
"서림동94-264","37.476071","126.93735","관악구","DA011 신림로 210 은성온누리약국 부근","불법주정차구역"
"행운동20-20","37.485214","126.95717","관악구","DA032 관악로24길60  (화단앞)","불법주정차구역"
"인헌동1631-1","37.476667","126.96256","관악구","DA043 봉천로 590 성호빌딩 부근","불법주정차구역"
"신림동1463-65","37.484878","126.92551","관악구","DA049 관천로 64 부근","불법주정차구역"
"조원동1655-14","37.482798","126.90242","관악구","DA052 조원로2길 16 미성아파트 부근","불법주정차구역"
"난곡동637-8","37.470643","126.92044","관악구","DA060 난곡로26길 10 우림시장 부근","불법주정차구역"
"서원동10-388","37.484661","126.93569","관악구","DA067 남부순환로 1668 강강술래 부근","불법주정차구역"
"행운동1724-2","37.483608","126.95958","관악구","DA068 행운9길 34 월드메르디앙101동 삼거리 부근","불법주정차구역"
"서림동103-202","37.47093","126.94077","관악구","DA075 서림길 128 이화빌딩 부근","불법주정차구역"
"난향동668-4","37.463015","126.9189","관악구","DC013 난향길4 수경온누리약국 부근","불법주정차구역"
"남현동602-124","37.473956","126.98177","관악구","DC016 사당역4번출구 르메이에르 앞","불법주정차구역"
"삼성동808-142","37.470529","126.93272","관악구","DC027 원신길 진미순대국 부근","불법주정차구역"
"성현동1712-21","37.49247","126.94711","관악구","DD033 성현로 관악드림타운 149동과 구암중학교 사이 부근","불법주정차구역"
"성현동1718-7","37.492664","126.94536","관악구","DD034 성현로 16 성현동성당 맞은편 부근","불법주정차구역"
"성현동42-1","37.485791","126.95576","관악구","DD035 은천로 179 은천삼거리 부근","불법주정차구역"
"조원동1655","37.483637","126.9025","관악구","DD051 시흥대로 570 연세W산부인과 구로점 부근","불법주정차구역"
"청룡동1575-1","37.479326","126.94589","관악구","DD058 쑥고개로 86 성락약국 부근","불법주정차구역"
"서울 관악구 신림동 763-9","37.4761749820106","126.915551712171","관악구","CE023 난곡로 249 주변","불법주정차구역"
"보라매동698-1","37.490029","126.92906","관악구","DE049 당곡길 20 새마을금고앞  주변","불법주정차구역"
"신림동산199-1","37.47824","126.91898","관악구","DE050 신림동 산199-1 난곡터널앞  주변","불법주정차구역"
"보라매동728-9","37.492218","126.92675","관악구","DE051 보라매로 30 맞은편  부근","불법주정차구역"
"서원동1637-10","37.481316","126.92999","관악구","DE052 신림로 301 오장동흥남집 부근","불법주정차구역"
"신림동92-359","37.478902","126.93203","관악구","DE053 신림로 264(270) 하나로마트 부근","불법주정차구역"
"은천동1718","37.486986","126.94526","관악구","DE054 은천로 93 벽산아파트 정문 부근","불법주정차구역"
"조원동530-28","37.482873","126.91427","관악구","DE055 난곡로 327 탭플레이커피 부근","불법주정차구역"
"미성동1475-5","37.480752","126.91471","관악구","DE056 난곡로 297 박산부인과 부근","불법주정차구역"
"미성동1477-1","37.478199","126.91524","관악구","DE057 난곡로 269 난곡우체국 주변","불법주정차구역"
"미성동587-89","37.476135","126.91598","관악구","DE058 난곡로46길 16-19 미성주민센터 맞은편","불법주정차구역"
"난곡동725-62","37.473859","126.91769","관악구","DE059 난곡로 213 조인트힐 병원 앞 주변","불법주정차구역"
"난곡동703-3","37.469938","126.92004","관악구","DE060 난곡로24길 2앞  관악보건분소 주변","불법주정차구역"
"미성동763-2","37.477175","126.91446","관악구","G0001 난곡로49길 20 강동연립2차 부근","불법주정차구역"
"미성동750-44","37.475844","126.9147","관악구","G0004 난곡로 43길 26 부근","불법주정차구역"
"미성동1575-10","37.481063","126.92057","관악구","G5002 남부순환로156길 35 성보중학교 부근","불법주정차구역"
"미성동1573-1","37.481973","126.91909","관악구","G5003 남부순환로152길 17 럭키슈퍼 부근","불법주정차구역"
"미성동1572-1","37.481869","126.91853","관악구","G5005 남부순환로152길 76 호림박물관 부근","불법주정차구역"
"미성동1483-14","37.480323","126.91272","관악구","G5011 남부순환로144길 19 초원빌라 부근","불법주정차구역"
"미성동1491-28","37.479421","126.913","관악구","G5012 남부순환로144길 46 갈릴리교회 부근","불법주정차구역"
"신사동514-1","37.485579","126.91522","관악구","G6001 신사로10길 48 이재옥헤어부근","불법주정차구역"
"신사동516-4","37.486032","126.9151","관악구","G6002 난곡로74길 21 새빛어린이공원부근","불법주정차구역"
"신사동501-30","37.486479","126.91496","관악구","G6003 신사로10길 29 새빛어린이집 부근","불법주정차구역"
"신사동477-34","37.487879","126.91742","관악구","G6005 신사로20길 29 리치빌리지 부근","불법주정차구역"
"신사동471-20","37.486649","126.92101","관악구","G6007 관천로15길 28 신사요양원 부근","불법주정차구역"
"신사동480-2","37.485598","126.91807","관악구","G6010 조원로 143 신사동주민센터 부근","불법주정차구역"
"신사동467-12","37.485274","126.92166","관악구","G8001 남부순환로161나길 50-9 남부초등학교 부근","불법주정차구역"
"신사동467","37.485429","126.92254","관악구","G8002 남부순환로163길 14 남부초교 부근","불법주정차구역"
"조원동1728","37.484782","126.90996","관악구","G8005 조원로13길 31  주변","불법주정차구역"
"조원동533-11","37.484855","126.91174","관악구","G8006 조원로19길 8 삼하빌라 부근","불법주정차구역"
"조원동1728","37.484727","126.91097","관악구","G8007 조원로17길 10  부근","불법주정차구역"
"조원동1728","37.485096","126.91092","관악구","G8008 조원로13길 45 부근","불법주정차구역"
"조원동533-25","37.485483","126.91231","관악구","G8009 조원로13길 72 진헤어 부근","불법주정차구역"
"조원동534-1","37.485763","126.91219","관악구","G8010 신사로 82 아데나아파트 부근","불법주정차구역"
"조원동519-14","37.485713","126.91313","관악구","G8011 난곡로75길 7 해피레지던스 부근","불법주정차구역"
"신사동493-5","37.486079","126.91793","관악구","G9004 관천로15길 85 신사동 주민센터 부근","불법주정차구역"
"신사동488-9","37.483471","126.91984","관악구","G9006 관천로11길 90 진주아트빌 부근","불법주정차구역"
"신사동506-1","37.484287","126.91839","관악구","G9007 남부순환로157길 39 반석빌라 부근","불법주정차구역"
"신사동508-16","37.483424","126.91763","관악구","G9008 남부순환로153길 8 신사동성베드로성당 부근","불법주정차구역"
"신사동512-1","37.484606","126.91553","관악구","G9009 남부순환로153길 50 신사동제1공영주차장 부근","불법주정차구역"
"청림동13-1","37.488124","126.96","관악구","JA005 청림3길 10 서희스타힐스 부근","불법주정차구역"
"신림동1425-23","37.487323","126.92887","관악구","N0001 신림로 370 희망찬안과 부근","불법주정차구역"
"신원동1695","37.48161","126.92867","관악구","N1001 신원로 26 동부아파트 부근","불법주정차구역"
"난곡동607-73","37.474096","126.91869","관악구","N1002 난곡로 220 세이브마트 부근","불법주정차구역"
"서원동1638-1","37.48194","126.9291","관악구","N1003 신원로 35 삼모스포렉스 부근","불법주정차구역"
"청룡동1528-28","37.479636","126.94232","관악구","N2003 쑥고개로 53 으뜸한의원 부근","불법주정차구역"
"대학동218-1","37.468606","126.94465","관악구","N3001 신림로3가길 2 CU 편의점 부근","불법주정차구역"
"서원동1640-14","37.483287","126.92979","관악구","N6001 신림로 327 신림역3번 출구 부근","불법주정차구역"
"신림동1433-86","37.484124","126.92791","관악구","N6002 남부순환로 1597 신림역5번 출구 부근","불법주정차구역"
"서원동94-188","37.477143","126.93749","관악구","N6003 신림로 220 신림2교 부근","불법주정차구역"
"남현동1061-59","37.475749","126.98147","관악구","N6004 과천대로 953 사당역5번 출구 부근","불법주정차구역"
"은천동899-27","37.485784","126.9469","관악구","N7001 양녕로 41-1 현대시장 부근","불법주정차구역"
"신사동499-50","37.487759","126.91454","관악구","N7002 신사로 110 진양빌딩 지구대 부근","불법주정차구역"
"은천동956-2","37.48627","126.93791","관악구","N7003 은천로 24 봉일시장 부근","불법주정차구역"
"서울 강동구 상일동 121","37.5538009079588","127.166030545194","강동구","고현초교 앞","불법주정차구역"
"길음동 635-7","37.6138873","127.0170282","성북구","신안아파트 앞 길음초등학교","불법주정차구역"
"길음동 1280-1","37.6094589","127.0173742","성북구","푸르지오@303동 앞 길원초","불법주정차구역"
"하월곡동 222-6","37.6056411","127.0379258","성북구","영광어린이집","불법주정차구역"
"장위동 238-118","37.6151985","127.048501","성북구","장월로 102","불법주정차구역"
"장위동 124-26","37.6175705","127.0557338","성북구","성북청소년수련관 앞","불법주정차구역"
"석관동 206-7","37.6114099","127.0595381","성북구","석관초등학교 후문","불법주정차구역"
"돈암동 2-80","37.6032867","127.0294487","성북구","개운초등학교","불법주정차구역"
"정릉동 428-8","37.6046551","127.0096727","성북구","정수초등학교","불법주정차구역"
"정릉동 산1-39","37.6117881","127.002566","성북구","청덕초등학교","불법주정차구역"
"종암동 1-21","37.598358","127.0403502","성북구","일신초등학교","불법주정차구역"
"종암동 80-11","37.6000445","127.0290888","성북구","아랑어린이집","불법주정차구역"
"하월곡동 225-3","37.6086811","127.0383578","성북구","숭인초등학교","불법주정차구역"
"상월곡동 29-31","37.6077208","127.0474875","성북구","월곡초등학교","불법주정차구역"
"성수동1가 714","37.54236603","127.0505219","성동구","C658_경동초 통학로(성수일로 4길)","불법주정차구역"
"옥수동 536-8","37.54662323","127.0135574","성동구","C691_매봉길(맑은샘 어린이집)주변","불법주정차구역"
"금호동2가 500-13","37.5527916","127.0193481","성동구","P055_열린금호교육문화회관 주변","불법주정차구역"
"서울 성북구 정릉동 486-2","37.6027065701412","127.011226647641","성북구","서울정수초등학교","불법주정차구역"
"동선동5가 159-5","37.598149","127.0146647","성북구","정덕병설유치원","불법주정차구역"
"하월곡동 74-11","37.6067307","127.0346409","성북구","숭곡병설유치원(청소년미래지원센터)","불법주정차구역"
"종암동 87-7","37.6093537","127.021633","성북구","종암중앙어린이집","불법주정차구역"
"정릉동 239-2","37.6160074","127.009273","성북구","성북생명의숲어린이집","불법주정차구역"
"장위동 128","37.6185837","127.054774","성북구","광운유치원","불법주정차구역"
"길음동 635-7","37.6138873","127.0170282","성북구","길음단유치원","불법주정차구역"
"삼선동2가 212-1","37.5861266","127.0108003","성북구","삼선 병설유치원 ","불법주정차구역"
"동소문동4가 221","37.5926013","127.0123973","성북구","돈암병설유치원 ","불법주정차구역"
"정릉동 743-7","37.6122734","127.0049743","성북구","청덕병설유치원 ","불법주정차구역"
"옥수동 365-21","37.54198837","127.0168228","성동구","P001_옥수역 6번출구 주변","불법주정차구역"
"옥수동 428","37.54255295","127.0120316","성동구","P002_국민은행 옥수동지점 주변","불법주정차구역"
"금호동4가 535","37.54811859","127.0233383","성동구","P004_금호동4가 세운전기조명 주변","불법주정차구역"
"금호동4가 610","37.54755783","127.0206604","성동구","P005_금호동4가 금남치안센터(정관장)주변","불법주정차구역"
"금호동3가 411-2","37.54836273","127.0221634","성동구","P006_안희정소아과(금남시장)주변","불법주정차구역"
"마장동 774-2","37.56521225","127.0416107","성동구","P007_마장동 노인복지관 주변","불법주정차구역"
"금호동2가 109","37.55591965","127.0199051","성동구","P008_신금호파크자이아파트 입구 주변","불법주정차구역"
"금호동1가 444-6","37.55482483","127.0210953","성동구","P009_금호동1가 주민센터 주변","불법주정차구역"
"행당동 347","37.55679703","127.0280075","성동구","P010_행당역 1번출구 주변","불법주정차구역"
"행당동 317-72","37.55823517","127.0318985","성동구","P011_행당동 강철규 안경점 주변","불법주정차구역"
"행당동 141-8","37.55796051","127.0351715","성동구","P012_행당동 레몬프라자 주변","불법주정차구역"
"서울 성북구 종암동 133","37.5981647936001","127.029751253435","성북구","종암로23길 35","불법주정차구역"
"서울 중구 신당동 399-33","37.56156534","127.0096779","중구","경기공업사 앞 사거리","불법주정차구역"
"서울 은평구 진관동 102","37.63287903595193","126.92202486091361","은평구","은진초등학교(주변)","불법주정차구역"
"서울 영등포구 여의도동 22","37.5251913154781","126.929112756574","영등포구","파크원 남측","불법주정차구역"
"서울 도봉구 창동 350-2","37.648112130918214","127.04357766045727","도봉구","창1동 치안센터 앞","불법주정차구역"
"서울 도봉구 창동 607-1","37.64359258674175","127.04036843358801","도봉구","창림초등학교 삼거리","불법주정차구역"
"서울 도봉구 창동 224-31","37.66091538491248","127.04277481053143","도봉구"," 가인지하차도 상부","불법주정차구역"
"서울 도봉구 창동 825-2","37.65689359784911","127.04585216857026","도봉구","삼풍유치원 앞","불법주정차구역"
"안암동2가 92","37.5866578","127.0219958","성북구","안암초등학교","불법주정차구역"
"흑석동183-5 ","37.507731","126.961094","동작구","중대병원 앞","불법주정차구역"
"노량진1동118-5 ","37.512463","126.94431","동작구","만양로 정진학원 앞","불법주정차구역"
"노량진1동 224-1 ","37.51052","126.944596","동작구","만양로 강남교회 앞","불법주정차구역"
"사당2동 132-6 ","37.487577","126.98109","동작구","사당2동 우성아파트 ","불법주정차구역"
"상도4동 248-17 ","37.5","126.932403","동작구","성대시장 사거리","불법주정차구역"
"신대방2동 395-73 ","37.491633","126.924697","동작구","캐릭터그린빌","불법주정차구역"
"대방동 401-21 ","37.49979","126.922451","동작구","서울공고 버스정류장","불법주정차구역"
"노량진1동 2-3 ","37.515579","126.940545","동작구","노량진수산시장(구시장)","불법주정차구역"
"사당3동 708-413 ","37.483275","126.974561","동작구","남성지구대 사거리","불법주정차구역"
"흑석동 97-1","37.507985","126.963004","동작구","흑석동 빗물펌프장주변","불법주정차구역"
"대방동 501","37.509074","126.924102","동작구","대방동 우리은행","불법주정차구역"
"노량진1동 217-41","37.508084","126.947319","동작구","우성아파트 앞","불법주정차구역"
"흑석동 86-117 ","37.506184","126.961212","동작구","중대부초앞","불법주정차구역"
"신대방1동 492-200 ","37.494827","126.914635","동작구","대방중학교","불법주정차구역"
"신대방2동 425 ","37.493077","126.923247","동작구","보라매병원 앞","불법주정차구역"
"사당3동 150-10 ","37.484313","126.978879","동작구","이수역 10번 출구","불법주정차구역"
"대방동 405-11 ","37.499645","126.928122","동작구","신대방삼거리역","불법주정차구역"
"상도1동 590-1","37.50744484188233","126.9517200755734","동작구","강남초등학교진입로","불법주정차구역"
"사당2동 120-4 ","37.488698","126.978391","동작구","두성상가 앞","불법주정차구역"
"상도1동 475 ","37.497427","126.952497","동작구","현대엠코아파트 입구","불법주정차구역"
"신대방1동 695 ","37.486643","126.907536","동작구","성원쌍떼빌 뒤길","불법주정차구역"
"흑석동39-10 ","37.505574","126.966237","동작구","흑석동주민센터","불법주정차구역"
"사당1동 1041-11 ","37.477318","126.980043","동작구","사당노인종합복지관 ","불법주정차구역"
"대방동101-5 ","37.513898","126.927943","동작구","우정아파트 진입로","불법주정차구역"
"상도2동 527","37.505252","126.944259","동작구","상도브라운스톤앞","불법주정차구역"
"상도2동 521","37.501251","126.941242","동작구","상도동더?아파트앞","불법주정차구역"
"상도1동470-8 ","37.497235","126.950306","동작구","상도현대엠코후문","불법주정차구역"
"사당1동 147-29","37.484234","126.980954","동작구","이수자이뒷편","불법주정차구역"
"대방동 344-10","37.511935","126.926338","동작구","대방경남아너스빌옆","불법주정차구역"
"서초3동 1529","37.4857258","127.0098245","서초구","e편한세상 201동 주변","불법주정차구역"
"서초4동 1685-8","37.4949808","127.0165433","서초구","Gfive(지파이브) 주변","불법주정차구역"
"신원동418-1","37.477948","126.92732","관악구","S0027 문성로28길 31 신림초교 부근","불법주정차구역"
"중앙동458","37.484533","126.94873","관악구","S0029 양녕로6나길 1 신봉초교 부근","불법주정차구역"
"서림동118-1","37.471102","126.93695","관악구","S0031 신림로 114 신성초교 부근","불법주정차구역"
"삼성동316-4","37.461753","126.93195","관악구","S0033 호암로 494 신우초교 부근","불법주정차구역"
"행운동1660-1","37.480849","126.95707","관악구","S0035 행운1길 50원당초교 주변","불법주정차구역"
"대학동233-1","37.468679","126.94077","관악구","S0025 대학7길 52 삼성초교 부근","불법주정차구역"
"삼성동336","37.466373","126.9272","관악구","S0037 광신길 177 원신초교 부근","불법주정차구역"
"삼성동345-5","37.466856","126.92912","관악구","S0039 광신1길 1 신림주공아파트 부근","불법주정차구역"
"서울 중랑구 망우동 444-1","37.59257","127.09939","중랑구","용마산로102길 면일초등학교 뒷길","불법주정차구역"
"서울 중랑구 상봉동 50-9","37.5991","127.09279","중랑구","망우역 망우부동산","불법주정차구역"
"서울 중랑구 면목동 412-3","37.5917","127.09799","중랑구","면동초등학교 면목의원 앞","불법주정차구역"
"동숭동 1-61","37.581777","127.002874","종로구","대학로예술극장 주변 1","불법주정차구역"
"동숭동 1-57","37.582556","127.002353","종로구","대학로8가길 36 주변","불법주정차구역"
"공평동 1","37.572257","126.984345","종로구","SM면세점 주변","불법주정차구역"
"삼청동 28-6","37.586893","126.983521","종로구","감사원 주변","불법주정차구역"
"동숭동 1-27","37.581843","127.002123","종로구","혜화역 4호선 2번출구 주변","불법주정차구역"
"신문로1가 7-5","37.570764","126.975918","종로구","현대해상 본사 주변","불법주정차구역"
"삼청동 71","37.585041","126.982137","종로구","삼청동주민센터 주변","불법주정차구역"
"이화동 149","37.576877","127.002369","종로구","서울사대부설초교 주변","불법주정차구역"
"연건동 32-2","37.57958","127.001976","종로구","연건119안전센터 주변","불법주정차구역"
"혜화동 90-7","37.585467","127.001626","종로구","혜화동로터리 주변","불법주정차구역"
"명륜4가 1","37.583398","127.001508","종로구","혜화역 4호선 4번출구 주변","불법주정차구역"
"혜화동 1-1","37.591979","126.999239","종로구","서울과학고후문 주변","불법주정차구역"
"혜화동 9-11","37.589879","126.999286","종로구","올림픽기념국민생활관 주변","불법주정차구역"
"동숭동 1-38","37.5835","127.002609","종로구","상명아트홀 주변","불법주정차구역"
"동숭동 1-83","37.582667","127.003884","종로구","IBK기업은행 대학로지점 주변","불법주정차구역"
"묘동 175","37.572498","126.991473","종로구","5호선 종로3가역 3번출구 주변","불법주정차구역"
"청진동 19","37.57142","126.980701","종로구","그랑서울 주변","불법주정차구역"
"창성동67","37.581045","126.973602","종로구","청와대부속청사 정문 주변","불법주정차구역"
"충신동 52-2","37.575756","127.005021","종로구","종로노인종합복지관입구 교차로 주변","불법주정차구역"
"명륜2가 231","37.583035","126.998637","종로구","성균관대입구 교차로 주변","불법주정차구역"
"신문로1가 135-2","37.569998","126.975498","종로구","동화면세점/포시즌스호텔 주변","불법주정차구역"
"은천동633-10","37.487054","126.94196","관악구","S0041 국회단지4길 37 은천초교 부근","불법주정차구역"
"낙성대동212-3","37.475941","126.96139","관악구","S0043 낙성대로 23 인헌초교 부근","불법주정차구역"
"조원동548-2","37.483793","126.90959","관악구","S0045 조원로 67 조원초교 부근","불법주정차구역"
"청룡동390-3","37.476927","126.95156","관악구","S0047 관악로5길 61 청룡초교 부근","불법주정차구역"
"신사동466-30","37.484358","126.92197","관악구","T0011 남부순환로163나길 6 남부초교 부근","불법주정차구역"
"미성동1730","37.480289","126.90996","관악구","T0024 남부순환로 1430 신림푸르지오아파트 정문앞 ","불법주정차구역"
"미성동1573-32","37.480979","126.91996","관악구","T1001 남부순환로154길 40 성보고교 부근","불법주정차구역"
"삼성동808-540","37.471836","126.93311","관악구","W2001 원신길 삼성시장 초입 부근","불법주정차구역"
"서초2동 1338","37.49120473","127.0294965","서초구","ESA아파트 주변","불법주정차구역"
"서초4동 1302-6","37.50246377","127.0226086","서초구","삼호아파트 주변","불법주정차구역"
"서초3동 1002-17","37.47987679","127.0058646","서초구","삼화나띠르빌APT주변","불법주정차구역"
"반포4동 73-2","37.49811948","127.0005495","서초구","상지리츠빌주변","불법주정차구역"
"서초4동 1695-12","37.49493215","127.0153078","서초구","삼풍약국 주변","불법주정차구역"
"잠원동 17-2","37.51506795","127.0162454","서초구","새롬빌딩 주변","불법주정차구역"
"내곡동 (염곡동) 180-2","37.46158029","127.0505022","서초구","내곡동 새마을금고","불법주정차구역"
"방배3동 981-24","37.48078898","126.9956571","서초구","새성민유치원주변","불법주정차구역"
"방배4동 857-1","37.48848533","126.9883283","서초구","새순유치원주변","불법주정차구역"
"반포4동 95-9","37.49783533","126.9983086","서초구","서래약국 주변","불법주정차구역"
"방배본동 772-1","37.49615028","126.9882592","서초구","서래초등학교 주변","불법주정차구역"
"서울 중랑구 묵동 121-164","37.61211","37.61211","중랑구","신안아파트 신안3차아파트 정문","불법주정차구역"
"서울 중랑구 면목동 378-9","37.57473","127.08523","중랑구","면목4동주민센터","불법주정차구역"
"서울 중랑구 면목동 373-16","37.57526","37.57526","중랑구","중곡초등학교","불법주정차구역"
"서울 중랑구 상봉동 315-103","37.59714","127.0854","중랑구","상봉역 7번출구","불법주정차구역"
"서울 중랑구 망우동 495","37.59721","127.09397","중랑구","한일써너스빌리젠시 2단지","불법주정차구역"
"서울 중랑구 묵동 246-39","37.60656","127.07672","중랑구","신묵초등학교 CU 사거리","불법주정차구역"
"창신동 352-1","37.572226","127.013539","종로구","동대문역 1호선 4번출구 주변","불법주정차구역"
"사직동 228","37.574936","126.967743","종로구","사직공원 주변","불법주정차구역"
"평창동 산 6-17","37.601895","126.981581","종로구","북악 팔각정 주변","불법주정차구역"
"숭인동 76","37.573905","127.015756","종로구","동묘앞역 1호선 10번출구 주변","불법주정차구역"
"청운동 89-143","37.58837","126.972291","종로구","청운중학교 정문 주변","불법주정차구역"
"삼청동 28-7","37.585924","126.983714","종로구","경남대학교 극동문제연구소 주변","불법주정차구역"
"부암동 329-24","37.59168","126.963659","종로구","무계원 주변","불법주정차구역"
"부암동 278-5","37.593134","126.963797","종로구","부암동주민센터 주변","불법주정차구역"
"부암동 203-4","37.595275","126.963561","종로구","서울미술관 주변","불법주정차구역"
"명륜4가 80-1","37.582096","127.00007","종로구","대학로11길 정민온누리약국 주변","불법주정차구역"
"창신동 237","37.57424","127.015158","종로구","창신동 두산아파트 주변","불법주정차구역"
"창신동 82","37.574923","127.014778","종로구","창신초교 후문 주변","불법주정차구역"
"동숭동129","37.581284","127.004599","종로구","광명가든레지던스 주변","불법주정차구역"
