ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),±â¿Â QCÇÃ·¡±×,°­¼ö·®(mm),°­¼ö·® QCÇÃ·¡±×,Ç³¼Ó(m/s),Ç³¼Ó QCÇÃ·¡±×,Ç³Çâ(16¹æÀ§),Ç³Çâ QCÇÃ·¡±×,½Àµµ(%),½Àµµ QCÇÃ·¡±×,Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇöÁö±â¾Ð QCÇÃ·¡±×,ÇØ¸é±â¾Ð(hPa),ÇØ¸é±â¾Ð QCÇÃ·¡±×,ÀÏÁ¶(hr),ÀÏÁ¶ QCÇÃ·¡±×,ÀÏ»ç(MJ/m2),ÀÏ»ç QCÇÃ·¡±×,Àû¼³(cm),3½Ã°£½ÅÀû¼³(cm),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),¿îÇü(¿îÇü¾à¾î),ÃÖÀú¿î°í(100m ),½ÃÁ¤(10m),Áö¸é»óÅÂ(Áö¸é»óÅÂÄÚµå),Çö»ó¹øÈ£(±¹³»½Ä),Áö¸é¿Âµµ(¡ÆC),Áö¸é¿Âµµ QCÇÃ·¡±×,5cm ÁöÁß¿Âµµ(¡ÆC),10cm ÁöÁß¿Âµµ(¡ÆC),20cm ÁöÁß¿Âµµ(¡ÆC),30cm ÁöÁß¿Âµµ(¡ÆC)
105,°­¸ª,2016-03-04 05:00,3.3,0,,,1.7,0,290,0,75,0,5.8,-.7,1023,0,1026.3,0,,9,,9,,,,,,,2000,,,2.3,0,4.1,4.1,4.9,4.9
105,°­¸ª,2016-03-04 06:00,2.5,0,,,1.2,0,320,0,77,0,5.6,-1.1,1023.3,0,1026.6,0,,9,,9,,,,,,,1900,,,.7,0,4,3.9,4.8,4.9
105,°­¸ª,2016-03-04 07:00,1.7,0,,,.6,0,290,0,80,0,5.6,-1.3,1023.9,0,1027.2,0,0,0,0,0,,,,,,,1400,,,-.3,0,3.6,3.6,4.7,4.8
105,°­¸ª,2016-03-04 08:00,2.1,0,,,1.3,0,290,0,79,0,5.6,-1.1,1024.4,0,1027.7,0,0,0,.18,0,,,,,,,1300,,,2.7,0,3.4,3.3,4.7,4.8
105,°­¸ª,2016-03-04 09:00,4.1,0,,,.4,0,0,0,74,0,6.1,-.1,1024.8,0,1028.1,0,.2,0,.57,0,,,,,,,1500,,,9.2,0,3.6,3.6,4.6,4.8
105,°­¸ª,2016-03-04 10:00,5.7,0,,,.8,0,20,0,74,0,6.8,1.4,1025.5,0,1028.8,0,0,0,.49,0,,,,,,,1400,,,10.1,0,4.2,4.1,4.6,4.8
105,°­¸ª,2016-03-04 11:00,6.4,0,,,1.6,0,70,0,73,0,7,1.9,1025.4,0,1028.7,0,0,0,.73,0,,,,,,,1300,,,12.5,0,4.8,4.8,4.5,4.8
105,°­¸ª,2016-03-04 12:00,7,0,,,1.6,0,90,0,71,0,7.1,2,1025.3,0,1028.5,0,0,0,.79,0,,,,,,,1800,,,13.7,0,5.4,5.4,4.5,4.8
105,°­¸ª,2016-03-04 13:00,6.8,0,,,2.9,0,70,0,71,0,7,1.8,1025.2,0,1028.4,0,.1,0,.89,0,,,,,,,1700,,,12.1,0,6,6,4.6,4.7
105,°­¸ª,2016-03-04 14:00,6.7,0,,,2.2,0,70,0,71,0,7,1.8,1025,0,1028.2,0,0,0,.58,0,,,,,,,1400,,,10.6,0,6.2,6.2,4.7,4.8
105,°­¸ª,2016-03-04 15:00,6.4,0,,,2.1,0,20,0,74,0,7.1,2,1025,0,1028.3,0,0,0,.46,0,,,,,,,1200,,,9.6,0,6.3,6.3,4.8,4.8
105,°­¸ª,2016-03-04 16:00,6.3,0,,,1.7,0,360,0,73,0,7,1.8,1025,0,1028.3,0,0,0,.32,0,,,,,,,1300,,,8.5,0,6.3,6.3,4.9,4.8
105,°­¸ª,2016-03-04 17:00,6.4,0,,,1.5,0,20,0,72,0,6.9,1.7,1025.5,0,1028.8,0,.1,0,.18,0,,,,,,,1100,,,7.3,0,6.2,6.2,5.1,4.8
105,°­¸ª,2016-03-04 18:00,6.1,0,,,2.7,0,50,0,75,0,7,1.9,1026,0,1029.3,0,0,0,.05,0,,,,,,,1100,,,6,0,6,6.1,5.1,4.8
105,°­¸ª,2016-03-04 19:00,5.9,0,,,2.4,0,70,0,78,0,7.2,2.3,1026.5,0,1029.8,0,0,0,0,0,,,,,,,1000,,,5.4,0,5.8,5.9,5.2,4.9
105,°­¸ª,2016-03-04 20:00,5.7,0,,,2.2,0,50,0,78,0,7.1,2.1,1026.9,0,1030.2,0,,9,,9,,,,,,,1000,,,5.2,0,5.6,5.7,5.2,4.9
105,°­¸ª,2016-03-04 21:00,5.3,0,,,2,0,20,0,79,0,7,1.9,1027.1,0,1030.4,0,,9,,9,,,,,,,900,,,4.8,0,5.5,5.5,5.3,4.9
105,°­¸ª,2016-03-04 22:00,5.1,0,,,1.7,0,20,0,80,0,7,1.9,1027.5,0,1030.8,0,,9,,9,,,,,,,900,,,4.7,0,5.3,5.4,5.2,5
105,°­¸ª,2016-03-04 23:00,5.1,0,,,1.9,0,50,0,80,0,7,1.9,1027.4,0,1030.7,0,,9,,9,,,,,,,900,,,4.5,0,5.2,5.3,5.2,5
105,°­¸ª,2016-03-05 00:00,5,0,,,1.2,0,20,0,80,0,7,1.8,1026.8,0,1030.1,0,,9,,9,,,,,,,2000,,,4.5,0,5.1,5.2,5.2,5
105,°­¸ª,2016-03-05 01:00,5,0,,,.4,0,0,0,81,0,7.1,2,1026.6,0,1029.9,0,,9,,9,,,,,,,1100,,,4.5,0,5,5.1,5.2,5
105,°­¸ª,2016-03-05 02:00,5,0,,,.6,0,20,0,80,0,7,1.8,1026.5,0,1029.8,0,,9,,9,,,,,,,900,,,4.4,0,5,5,5.2,5
105,°­¸ª,2016-03-05 03:00,4.9,0,0,0,0,0,0,0,81,0,7,1.9,1025.4,0,1028.7,0,,9,,9,,,,,,,2000,,,4.4,0,4.9,4.9,5.2,5.1
105,°­¸ª,2016-03-05 04:00,4.8,0,,9,.6,0,290,0,84,0,7.2,2.3,1025.1,0,1028.4,0,,9,,9,,,,,,,2000,,,4.3,0,4.9,4.9,5.1,5
105,°­¸ª,2016-03-05 05:00,4.7,0,,9,.4,0,0,0,86,0,7.3,2.5,1024.7,0,1028,0,,9,,9,,,,,,,1600,,,4.3,0,4.8,4.9,5.1,5.1
105,°­¸ª,2016-03-05 06:00,4.6,0,.5,0,.9,0,290,0,88,0,7.4,2.7,1024.2,0,1027.5,0,,9,,9,,,,,,,1200,,,4.3,0,4.7,5,5.1,5.1
105,°­¸ª,2016-03-05 07:00,4.5,0,,9,.1,0,0,0,88,0,7.4,2.6,1023.3,0,1026.6,0,0,0,0,0,,,,,,,460,,,4.4,0,4.7,4.9,5.1,5.1
105,°­¸ª,2016-03-05 08:00,4.7,0,,9,.8,0,250,0,88,0,7.5,2.8,1022.8,0,1026.1,0,0,0,.05,0,,,,,,,600,,,5.3,0,4.7,4.8,5.1,5.1
105,°­¸ª,2016-03-05 09:00,4.9,0,0,0,.8,0,290,0,87,0,7.5,2.9,1022.1,0,1025.4,0,0,0,.12,0,,,,,,,900,,,6.1,0,4.8,4.9,5,5.1
105,°­¸ª,2016-03-05 10:00,5.6,0,,9,.4,0,0,0,86,0,7.8,3.4,1021.1,0,1024.4,0,.1,0,.35,0,,,,,,,800,,,8.5,0,5,5.2,5,5.1
105,°­¸ª,2016-03-05 11:00,6.1,0,,9,.8,0,340,0,84,0,7.8,3.5,1019.4,0,1022.6,0,0,0,.37,0,,,,,,,700,,,9.9,0,5.3,5.4,5,5.1
105,°­¸ª,2016-03-05 12:00,8.1,0,,9,1.4,0,230,0,77,0,8.3,4.3,1017.4,0,1020.6,0,.3,0,1.47,0,,,,,,,1300,,,19.5,0,6.1,6.3,5.1,5.1
105,°­¸ª,2016-03-05 13:00,9.8,0,,9,1.5,0,50,0,74,0,8.9,5.3,1015.2,0,1018.4,0,.4,0,1.48,0,,,,,,,1000,,,17.2,0,7.4,7.4,5.1,5.1
105,°­¸ª,2016-03-05 14:00,11.2,0,,9,1.3,0,360,0,74,0,9.8,6.7,1013.5,0,1016.7,0,.2,0,1.08,0,,,,,,,2000,,,21.5,0,8,8.1,5.3,5.1
105,°­¸ª,2016-03-05 15:00,11.9,0,0,0,2.2,0,50,0,72,0,10,7,1012.3,0,1015.4,0,.2,0,.91,0,,,,,,,1700,,,15.6,0,8.6,8.6,5.5,5.2
105,°­¸ª,2016-03-05 16:00,9.5,0,,9,4.3,0,50,0,77,0,9.1,5.6,1012.3,0,1015.5,0,0,0,.42,0,,,,,,,900,,,11,0,8.7,8.8,5.7,5.2
105,°­¸ª,2016-03-05 17:00,7.3,0,,9,1.9,0,70,0,82,0,8.4,4.4,1013.2,0,1016.4,0,0,0,.13,0,,,,,,,900,,,8.5,0,8.3,8.4,5.9,5.2
105,°­¸ª,2016-03-05 18:00,5.9,0,0,0,2,0,50,0,85,0,7.8,3.5,1013.9,0,1017.1,0,0,0,0,0,,,,,,,2000,,,6.6,0,7.8,8,6.1,5.3
105,°­¸ª,2016-03-05 19:00,5.9,0,,9,.9,0,70,0,86,0,8,3.7,1014.5,0,1017.7,0,0,0,0,0,,,,,,,1300,,,6.3,0,7.4,7.7,6.2,5.4
105,°­¸ª,2016-03-05 20:00,5.3,0,,9,2.4,0,50,0,88,0,7.8,3.4,1015,0,1018.2,0,,9,,9,,,,,,,1700,,,5.7,0,7,7.3,6.3,5.4
105,°­¸ª,2016-03-05 21:00,5.2,0,5.5,0,.7,0,270,0,88,0,7.7,3.3,1014.6,0,1017.8,0,,9,,9,,,,,,,2000,,,5.6,0,6.7,7,6.3,5.5
105,°­¸ª,2016-03-05 22:00,5.5,0,,9,1.3,0,230,0,88,0,7.9,3.6,1013.4,0,1016.6,0,,9,,9,,,,,,,2000,,,5.9,0,6.5,6.7,6.2,5.6
105,°­¸ª,2016-03-05 23:00,5.9,0,,9,.8,0,230,0,89,0,8.2,4.2,1012.8,0,1016,0,,9,,9,,,,,,,2000,,,6.2,0,6.4,6.6,6.2,5.6
105,°­¸ª,2016-03-06 00:00,6.2,0,.5,0,1.2,0,70,0,89,0,8.4,4.5,1012.8,0,1016,0,,9,,9,,,,,,,2000,,,6.3,0,6.3,6.5,6.2,5.7
105,°­¸ª,2016-03-06 01:00,6.3,0,,,1,0,180,0,89,0,8.5,4.6,1012.3,0,1015.5,0,,9,,9,,,,,,,800,,,6.4,0,6.3,6.5,6.1,5.7
105,°­¸ª,2016-03-06 02:00,6.6,0,,,.8,0,270,0,89,0,8.7,4.9,1011.8,0,1015,0,,9,,9,,,,,,,800,,,6.5,0,6.3,6.5,6.1,5.7
105,°­¸ª,2016-03-06 03:00,7.1,0,,,1.6,0,90,0,89,0,9,5.4,1011.3,0,1014.5,0,,9,,9,,,,,,,700,,,6.7,0,6.2,6.4,6.1,5.8
105,°­¸ª,2016-03-06 04:00,6.8,0,,,.6,0,70,0,90,0,8.8,5.2,1011.8,0,1015,0,,9,,9,,,,,,,900,,,6.3,0,6.2,6.5,6.1,5.8
105,°­¸ª,2016-03-06 05:00,6.7,0,,,.4,0,0,0,90,0,8.8,5.1,1011.4,0,1014.6,0,,9,,9,,,,,,,900,,,5.8,0,6.1,6.3,6.1,5.8
105,°­¸ª,2016-03-06 06:00,6.5,0,,,.4,0,0,0,90,0,8.7,4.9,1012.1,0,1015.3,0,,9,,9,,,,,,,800,,,5.1,0,6,6.3,6.1,5.8
105,°­¸ª,2016-03-06 07:00,6,0,,,.6,0,90,0,90,0,8.4,4.4,1012.7,0,1015.9,0,0,0,0,0,,,,,,,140,,,5.6,0,5.9,6.1,6,5.8
105,°­¸ª,2016-03-06 08:00,5.8,0,,,.7,0,160,0,91,0,8.4,4.4,1013.4,0,1016.6,0,0,0,.06,0,,,,,,,290,,,6.4,0,5.9,6,6,5.8
105,°­¸ª,2016-03-06 09:00,6.4,0,,,.6,0,140,0,91,0,8.7,5,1013.7,0,1016.9,0,0,0,.29,0,,,,,,,600,,,9.4,0,5.9,6.2,6,5.8
105,°­¸ª,2016-03-06 10:00,7.1,0,,,.9,0,160,0,91,0,9.2,5.7,1014.1,0,1017.3,0,0,0,.43,0,,,,,,,1000,,,10.6,0,6.3,6.5,6,5.9
105,°­¸ª,2016-03-06 11:00,8.3,0,,,1.1,0,160,0,90,0,9.8,6.7,1014.4,0,1017.6,0,.1,0,.87,0,,,,,,,1100,,,18.3,0,6.8,7.1,6,5.8
105,°­¸ª,2016-03-06 12:00,11,0,,,2.4,0,160,0,75,0,9.8,6.7,1013.9,0,1017.1,0,1,0,2.52,0,,,,,,,2000,,,26,0,8.2,8.3,6,5.9
105,°­¸ª,2016-03-06 13:00,10.3,0,,,2.5,0,110,0,75,0,9.3,6,1014,0,1017.2,0,.9,0,2.2,0,,,,,,,2000,,,19.6,0,9.6,9.6,6.1,5.9
105,°­¸ª,2016-03-06 14:00,10.9,0,,,1.7,0,90,0,71,0,9.2,5.8,1014.1,0,1017.3,0,.7,0,1.75,0,,,,,,,2000,,,25.9,0,10.1,10.2,6.4,5.9
105,°­¸ª,2016-03-06 15:00,11.1,0,,,2.1,0,110,0,64,0,8.4,4.5,1014.1,0,1017.3,0,1,0,2.28,0,,,,,,,2000,,,16.1,0,10.7,10.8,6.6,5.9
105,°­¸ª,2016-03-06 16:00,10.6,0,,,1.9,0,140,0,61,0,7.7,3.3,1014.2,0,1017.4,0,1,0,1.73,0,,,,,,,2000,,,20.1,0,11.1,11.2,6.9,6
105,°­¸ª,2016-03-06 17:00,10.2,0,,,1.8,0,160,0,61,0,7.6,3,1015.1,0,1018.3,0,1,0,1.01,0,,,,,,,2000,,,14.1,0,10.9,11.1,7.2,6
105,°­¸ª,2016-03-06 18:00,9.2,0,,,.9,0,140,0,64,0,7.4,2.7,1015.9,0,1019.1,0,.7,0,.34,0,,,,,,,1800,,,8.6,0,10.4,10.6,7.4,6.2
105,°­¸ª,2016-03-06 19:00,8.4,0,,,.6,0,90,0,67,0,7.4,2.6,1016.4,0,1019.6,0,0,0,.01,0,,,,,,,1600,,,5.5,0,9.6,9.7,7.6,6.3
105,°­¸ª,2016-03-06 20:00,6.7,0,,,1.3,0,290,0,76,0,7.4,2.7,1017.4,0,1020.6,0,,9,,9,,,,,,,1200,,,4.5,0,8.7,8.9,7.7,6.3
105,°­¸ª,2016-03-06 21:00,5.7,0,,,1.4,0,320,0,78,0,7.1,2.1,1017.9,0,1021.1,0,,9,,9,,,,,,,1100,,,3.6,0,8.1,8.2,7.7,6.4
105,°­¸ª,2016-03-06 22:00,5,0,,,2.7,0,290,0,79,0,6.9,1.6,1018,0,1021.2,0,,9,,9,,,,,,,1900,,,3.4,0,7.5,7.6,7.6,6.5
105,°­¸ª,2016-03-06 23:00,4.5,0,,,2.8,0,290,0,81,0,6.8,1.5,1017.9,0,1021.1,0,,9,,9,,,,,,,2000,,,2.9,0,7,7.1,7.5,6.5
105,°­¸ª,2016-03-07 00:00,4.3,0,,,2.7,0,290,0,80,0,6.6,1.1,1018.1,0,1021.4,0,,9,,9,,,,,,,2000,,,2.6,0,6.6,6.6,7.4,6.6
105,°­¸ª,2016-03-07 01:00,4.1,0,,,1.8,0,320,0,79,0,6.4,.7,1018.1,0,1021.4,0,,9,,9,,,,,,,1800,,,2.1,0,6.2,6.2,7.2,6.7
105,°­¸ª,2016-03-07 02:00,3.9,0,,,1.5,0,320,0,78,0,6.3,.4,1017.6,0,1020.9,0,,9,,9,,,,,,,2000,,,1.8,0,5.9,5.8,7.1,6.7
105,°­¸ª,2016-03-07 03:00,3.2,0,,,.8,0,270,0,78,0,6,-.2,1017.3,0,1020.6,0,,9,,9,,,,,,,2000,,,1.1,0,5.5,5.6,7,6.6
105,°­¸ª,2016-03-07 04:00,3.4,0,,,.9,0,320,0,75,0,5.8,-.6,1017.4,0,1020.7,0,,9,,9,,,,,,,2000,,,1.6,0,5.3,5.2,6.8,6.6
105,°­¸ª,2016-03-07 05:00,3.2,0,,,2,0,290,0,74,0,5.7,-.9,1017.9,0,1021.2,0,,9,,9,,,,,,,2000,,,1.2,0,5.1,4.9,6.7,6.6
105,°­¸ª,2016-03-07 06:00,2.9,0,,,3.1,0,290,0,73,0,5.5,-1.4,1017.9,0,1021.2,0,,9,,9,,,,,,,2000,,,.8,0,4.8,4.7,6.5,6.6
105,°­¸ª,2016-03-07 07:00,2.4,0,,,1.8,0,290,0,73,0,5.3,-1.9,1017.9,0,1021.2,0,0,0,0,0,,,,,,,2000,,,.7,0,4.5,4.4,6.4,6.6
105,°­¸ª,2016-03-07 08:00,3.5,0,,,1.9,0,320,0,64,0,5,-2.6,1018.2,0,1021.5,0,.1,0,.2,0,,,,,,,2000,,,4.1,0,4.5,4.4,6.2,6.5
105,°­¸ª,2016-03-07 09:00,6.1,0,,,1.2,0,290,0,57,0,5.4,-1.7,1018.4,0,1021.6,0,1,0,.88,0,,,,,,,2000,,,12.2,0,4.8,4.6,6.1,6.4
105,°­¸ª,2016-03-07 10:00,8.6,0,,,1.4,0,180,0,54,0,6,-.2,1018.2,0,1021.4,0,.9,0,1.32,0,,,,,,,2000,,,14.3,0,5.9,5.6,6.1,6.5
105,°­¸ª,2016-03-07 11:00,9.2,0,,,1.5,0,140,0,57,0,6.6,1.1,1017.2,0,1020.4,0,.5,0,1.14,0,,,,,,,2000,,,16.4,0,6.8,6.6,6,6.4
105,°­¸ª,2016-03-07 12:00,10,0,,,1.7,0,140,0,56,0,6.9,1.6,1016.2,0,1019.4,0,.8,0,1.59,0,,,,,,,2000,,,17.5,0,7.7,7.6,6.1,6.3
105,°­¸ª,2016-03-07 13:00,10.4,0,,,2.8,0,110,0,56,0,7,1.9,1015,0,1018.2,0,.8,0,1.62,0,,,,,,,2000,,,22.7,0,8.4,8.4,6.2,6.3
105,°­¸ª,2016-03-07 14:00,11.5,0,,,2.4,0,140,0,53,0,7.2,2.2,1014.1,0,1017.3,0,.9,0,2.1,0,,,,,,,2000,,,18.6,0,9.5,9.6,6.4,6.3
105,°­¸ª,2016-03-07 15:00,10.2,0,,,2.3,0,90,0,60,0,7.4,2.7,1013.9,0,1017.1,0,.3,0,1.2,0,,,,,,,2000,,,15.1,0,10,10.1,6.6,6.3
105,°­¸ª,2016-03-07 16:00,9.9,0,,,1.9,0,110,0,59,0,7.2,2.2,1013.5,0,1016.7,0,.5,0,.89,0,,,,,,,2000,,,13.7,0,10,10.1,6.9,6.3
105,°­¸ª,2016-03-07 17:00,9.7,0,,,1.7,0,90,0,61,0,7.3,2.5,1013.7,0,1016.9,0,.3,0,.49,0,,,,,,,2000,,,12.5,0,9.7,9.8,7.1,6.4
105,°­¸ª,2016-03-07 18:00,9.3,0,,,1,0,50,0,64,0,7.5,2.8,1013.3,0,1016.5,0,0,0,.28,0,,,,,,,2000,,,8,0,9.3,9.3,7.3,6.4
105,°­¸ª,2016-03-07 19:00,8.1,0,,,.5,0,290,0,70,0,7.5,2.9,1013.3,0,1016.5,0,0,0,0,0,,,,,,,2000,,,5.1,0,8.6,8.7,7.4,6.5
105,°­¸ª,2016-03-07 20:00,6.7,0,,,1.9,0,320,0,72,0,7,1.9,1013.4,0,1016.6,0,,9,,9,,,,,,,1700,,,4.4,0,8,8.1,7.5,6.6
105,°­¸ª,2016-03-07 21:00,5.5,0,,,2.2,0,290,0,75,0,6.8,1.4,1013.7,0,1016.9,0,,9,,9,,,,,,,1500,,,3.3,0,7.4,7.4,7.5,6.7
105,°­¸ª,2016-03-07 22:00,4.8,0,,,2,0,290,0,78,0,6.7,1.2,1013.5,0,1016.7,0,,9,,9,,,,,,,1700,,,2.8,0,6.9,6.9,7.4,6.7
105,°­¸ª,2016-03-07 23:00,4.5,0,,,.6,0,290,0,78,0,6.5,.9,1013.3,0,1016.5,0,,9,,9,,,,,,,1600,,,2,0,6.4,6.5,7.3,6.7
105,°­¸ª,2016-03-08 00:00,4.4,0,,,.6,0,340,0,80,0,6.7,1.2,1013.2,0,1016.4,0,,9,,9,,,,,,,1500,,,1.7,0,6.1,6,7.1,6.8
105,°­¸ª,2016-03-08 01:00,4.8,0,,,.9,0,50,0,79,0,6.8,1.4,1013.4,0,1016.6,0,,9,,9,,,,,,,1400,,,2.1,0,5.7,5.7,7.1,6.8
105,°­¸ª,2016-03-08 02:00,5.3,0,,,1.1,0,50,0,78,0,6.9,1.7,1013.5,0,1016.7,0,,9,,9,,,,,,,1600,,,1.6,0,5.5,5.4,6.9,6.8
105,°­¸ª,2016-03-08 03:00,4.6,0,,,.5,0,340,0,80,0,6.8,1.4,1013.6,0,1016.8,0,,9,,9,,,,,,,1500,,,1.1,0,5.2,5.1,6.8,6.8
105,°­¸ª,2016-03-08 04:00,5.4,0,,,1.9,0,90,0,79,0,7.1,2,1014,0,1017.2,0,,9,,9,,,,,,,1600,,,1.4,0,5,4.9,6.6,6.8
105,°­¸ª,2016-03-08 05:00,4.1,0,,,.4,0,0,0,80,0,6.5,.9,1014.8,0,1018,0,,9,,9,,,,,,,1400,,,-.1,0,4.8,4.6,6.6,6.7
105,°­¸ª,2016-03-08 06:00,3.9,0,,,.5,0,340,0,78,0,6.3,.4,1015.1,0,1018.3,0,,9,,9,,,,,,,1200,,,-.1,0,4.5,4.3,6.4,6.7
105,°­¸ª,2016-03-08 07:00,3.6,0,,,.7,0,290,0,75,0,5.9,-.4,1016.1,0,1019.4,0,0,0,0,0,,,,,,,1400,,,-.2,0,4.2,4.1,6.2,6.6
105,°­¸ª,2016-03-08 08:00,3.8,0,,,.3,0,0,0,71,0,5.7,-.9,1016.6,0,1019.9,0,0,0,.24,0,,,,,,,1300,,,3.9,0,4.1,4,6.1,6.6
105,°­¸ª,2016-03-08 09:00,6.3,0,,,1,0,270,0,49,0,4.7,-3.6,1017.5,0,1020.7,0,.3,0,.73,0,,,,,,,1400,,,10.7,0,4.5,4.4,6,6.5
105,°­¸ª,2016-03-08 10:00,8.9,0,,,2.3,0,290,0,19,0,2.2,-13.5,1017.1,0,1020.3,0,0,0,.78,0,,,,,,,2000,,,10.4,0,5.3,5.1,5.9,6.5
105,°­¸ª,2016-03-08 11:00,8.8,0,,,1.5,0,110,0,26,0,3,-9.6,1016.9,0,1020.1,0,0,0,.79,0,,,,,,,2000,,,12.7,0,5.8,5.6,5.9,6.5
105,°­¸ª,2016-03-08 12:00,9.2,0,,,1.9,0,160,0,27,0,3.1,-8.8,1016.7,0,1019.9,0,0,0,1.03,0,,,,,,,2000,,,15.5,0,6.4,6.2,5.9,6.4
105,°­¸ª,2016-03-08 13:00,9.2,0,,,2.8,0,140,0,36,0,4.2,-5.1,1015.9,0,1019.1,0,.1,0,1.35,0,,,,,,,2000,,,18,0,6.9,6.9,5.9,6.3
105,°­¸ª,2016-03-08 14:00,9.6,0,,,2.3,0,140,0,36,0,4.3,-4.7,1015.2,0,1018.4,0,.6,0,1.61,0,,,,,,,2000,,,16.5,0,7.7,7.7,6.1,6.3
105,°­¸ª,2016-03-08 15:00,9.7,0,,,2,0,160,0,33,0,4,-5.8,1014.9,0,1018.1,0,.1,0,1.3,0,,,,,,,2000,,,15.3,0,8.2,8.2,6.2,6.3
105,°­¸ª,2016-03-08 16:00,8.7,0,,,2.4,0,110,0,41,0,4.6,-3.8,1015.5,0,1018.7,0,.2,0,1,0,,,,,,,2000,,,11.6,0,8.5,8.4,6.4,6.3
105,°­¸ª,2016-03-08 17:00,7.4,0,,,1.4,0,90,0,48,0,4.9,-2.9,1016.3,0,1019.5,0,0,0,.46,0,,,,,,,2000,,,8.5,0,8.3,8.2,6.6,6.3
105,°­¸ª,2016-03-08 18:00,6.6,0,,,1.5,0,160,0,48,0,4.7,-3.6,1016.5,0,1019.7,0,0,0,.16,0,,,,,,,2000,,,5.9,0,7.9,7.9,6.7,6.3
105,°­¸ª,2016-03-08 19:00,6.6,0,,,1.6,0,360,0,39,0,3.8,-6.3,1016.4,0,1019.6,0,0,0,0,0,,,,,,,2000,,,5.5,0,7.4,7.4,6.8,6.4
105,°­¸ª,2016-03-08 20:00,6.5,0,,,4.8,0,320,0,23,0,2.2,-13.1,1016.7,0,1019.9,0,,9,,9,,,,,,,2000,,,5.8,0,6.9,6.8,6.9,6.4
105,°­¸ª,2016-03-08 21:00,6,0,,,3,0,320,0,25,0,2.3,-12.5,1017.4,0,1020.6,0,,9,,9,,,,,,,2000,,,5,0,6.4,6.3,6.8,6.5
105,°­¸ª,2016-03-08 22:00,5.7,0,,,2.5,0,320,0,24,0,2.2,-13.3,1018,0,1021.2,0,,9,,9,,,,,,,2000,,,4.9,0,6,5.8,6.8,6.5
105,°­¸ª,2016-03-08 23:00,5.2,0,,,1,0,340,0,27,0,2.4,-12.3,1018.6,0,1021.8,0,,9,,9,,,,,,,2000,,,3.9,0,5.7,5.5,6.7,6.5
105,°­¸ª,2016-03-09 00:00,4.9,0,,,1.2,0,50,0,47,0,4.1,-5.4,1018.8,0,1022,0,,9,,9,,,,,,,2000,,,3.6,0,5.4,5.2,6.6,6.5
105,°­¸ª,2016-03-09 01:00,5,0,,,2.2,0,70,0,48,0,4.2,-5.1,1019,0,1022.3,0,,9,,9,,,,,,,2000,,,4.2,0,5.2,5.1,6.5,6.5
105,°­¸ª,2016-03-09 02:00,3.7,0,,,3.2,0,50,0,44,0,3.5,-7.4,1019.4,0,1022.7,0,,9,,9,,,,,,,2000,,,3.2,0,5.1,4.9,6.4,6.5
105,°­¸ª,2016-03-09 03:00,2.7,0,,,2.4,0,50,0,43,0,3.2,-8.6,1019.8,0,1023.1,0,,9,,9,,,,,,,2000,,,2.2,0,4.8,4.5,6.3,6.5
105,°­¸ª,2016-03-09 04:00,2,0,,,2.3,0,50,0,39,0,2.8,-10.5,1019.8,0,1023.1,0,,9,,9,,,,,,,2000,,,1.1,0,4.6,4.4,6.2,6.5
105,°­¸ª,2016-03-09 05:00,1.4,0,,,2.3,0,50,0,34,0,2.3,-12.7,1019.7,0,1023,0,,9,,9,,,,,,,2000,,,.3,0,4.3,3.9,6.1,6.5
105,°­¸ª,2016-03-09 06:00,1,0,,,1.1,0,20,0,32,0,2.1,-13.8,1019.5,0,1022.8,0,,9,,9,,,,,,,2000,,,-.2,0,4,3.6,5.9,6.4
105,°­¸ª,2016-03-09 07:00,0,0,,,1,0,290,0,46,0,2.8,-10.2,1019.5,0,1022.8,0,0,0,0,0,,,,,,,2000,,,-.6,0,3.7,3.4,5.8,6.4
105,°­¸ª,2016-03-09 08:00,.3,0,,,1.8,0,290,0,47,0,2.9,-9.7,1020.3,0,1023.6,0,0,0,.21,0,,,,,,,2000,,,1.7,0,3.5,3.3,5.8,6.4
105,°­¸ª,2016-03-09 09:00,2,0,,,.6,0,360,0,38,0,2.7,-10.8,1020.8,0,1024.1,0,0,0,.62,0,,,,,,,2000,,,6.5,0,3.6,3.4,5.6,6.3
105,°­¸ª,2016-03-09 10:00,3.8,0,,,1.3,0,340,0,40,0,3.2,-8.5,1020.8,0,1024.1,0,.7,0,1.2,0,,,,,,,2000,,,12.1,0,4.2,3.9,5.5,6.2
105,°­¸ª,2016-03-09 11:00,4.2,0,,,3.4,0,90,0,61,0,5,-2.6,1020.3,0,1023.6,0,.9,0,1.85,0,,,,,,,2000,,,10,0,5.3,4.8,5.5,6.2
105,°­¸ª,2016-03-09 12:00,1.3,0,.5,0,4.2,0,50,0,83,0,5.6,-1.2,1020.6,0,1023.9,0,.3,0,.96,0,,,,,,,400,,,.8,0,5.8,5.4,5.5,6.1
