일자|시간|구분,공급량
2019-01-16 12 B,2018.5302074627075
2019-01-16 13 B,1942.2497510583114
2019-01-16 14 B,1841.9533383036614
2019-01-16 15 B,1762.1550197021745
2019-01-16 16 B,1737.7985608620202
2019-01-16 17 B,1774.8332345480437
2019-01-16 18 B,1965.7635423778959
2019-01-16 19 B,2268.560997659864
2019-01-16 20 B,2329.459056270567
2019-01-16 21 B,2324.1598617451104
2019-01-16 22 B,2315.4283631214926
2019-01-16 23 B,2206.300793192325
2019-01-16 24 B,2084.193316568573
2019-01-17 01 B,1741.157140454506
2019-01-17 02 B,1606.992268315636
2019-01-17 03 B,1519.7944287559862
2019-01-17 04 B,1532.6285259166857
2019-01-17 05 B,1679.475679806459
2019-01-17 06 B,1788.2967738288803
2019-01-17 07 B,2097.643001464944
2019-01-17 08 B,2534.7156190770024
2019-01-17 09 B,2534.7156190770024
2019-01-17 10 B,2372.7716862204556
2019-01-17 11 B,2295.215885000834
2019-01-17 12 B,2013.4398087254272
2019-01-17 13 B,1933.8954564767178
2019-01-17 14 B,1843.7415724954476
2019-01-17 15 B,1763.9432538939607
2019-01-17 16 B,1739.5867950538063
2019-01-17 17 B,1776.6214687398299
2019-01-17 18 B,1967.551776569682
2019-01-17 19 B,2270.34923185165
2019-01-17 20 B,2331.2472904623532
2019-01-17 21 B,2325.9480959368966
2019-01-17 22 B,2317.2165973132787
2019-01-17 23 B,2208.089027384111
2019-01-17 24 B,2085.9815507603594
2019-01-18 01 B,1740.4218473754304
2019-01-18 02 B,1606.2569752365605
2019-01-18 03 B,1517.8702457012796
2019-01-18 04 B,1530.4556048615216
2019-01-18 05 B,1673.0024979291754
2019-01-18 06 B,1781.8235919515967
2019-01-18 07 B,2087.460955021632
2019-01-18 08 B,2524.5335726336903
2019-01-18 09 B,2526.749924609895
2019-01-18 10 B,2372.1532451846774
2019-01-18 11 B,2294.597443965056
2019-01-18 12 B,2012.821367689648
2019-01-18 13 B,1933.2770154409386
2019-01-18 14 B,1843.7859345328695
2019-01-18 15 B,1763.9876159313826
2019-01-18 16 B,1739.6311570912283
2019-01-18 17 B,1776.6658307772518
2019-01-18 18 B,1955.2121939508258
2019-01-18 19 B,2255.5451806357974
2019-01-18 20 B,2307.9326475321227
2019-01-18 21 B,2296.060297251993
2019-01-18 22 B,2273.3472265422656
2019-01-18 23 B,2178.1874142068727
2019-01-18 24 B,2082.1751169092536
2019-01-19 01 B,1728.3670224463249
2019-01-19 02 B,1607.2834699700566
2019-01-19 03 B,1528.4270390864408
2019-01-19 04 B,1541.0123982466828
2019-01-19 05 B,1634.1646911395612
2019-01-19 06 B,1715.2057918891226
2019-01-19 07 B,1964.91751247229
2019-01-19 08 B,2182.9334265388843
2019-01-19 09 B,2236.076256398193
2019-01-19 10 B,2218.2689869089045
2019-01-19 11 B,2191.2888101548615
2019-01-19 12 B,1996.3044056689369
2019-01-19 13 B,1897.0315833562997
2019-01-19 14 B,1808.8107402013939
2019-01-19 15 B,1750.6269083955985
2019-01-19 16 B,1726.2704495554442
2019-01-19 17 B,1763.3051232414678
2019-01-19 18 B,1926.8359445158078
2019-01-19 19 B,2146.862720072169
2019-01-19 20 B,2177.8671782380443
2019-01-19 21 B,2165.9948279579144
2019-01-19 22 B,2143.281757248187
2019-01-19 23 B,2074.424493786218
2019-01-19 24 B,2012.7902927706991
2019-01-20 01 B,1705.6289098310092
2019-01-20 02 B,1584.545357354741
2019-01-20 03 B,1523.3445962578394
2019-01-20 04 B,1535.9299554180814
2019-01-20 05 B,1580.1299579687116
2019-01-20 06 B,1661.171058718273
2019-01-20 07 B,1899.672934354587
2019-01-20 08 B,2047.556201053723
2019-01-20 09 B,2156.323871530125
2019-01-20 10 B,2162.83628055285
2019-01-20 11 B,2141.4735799321297
2019-01-20 12 B,1946.4891754462058
2019-01-20 13 B,1871.952974274141
2019-01-20 14 B,1790.6131684444301
2019-01-20 15 B,1742.0059992014483
2019-01-20 16 B,1719.5796055367186
2019-01-20 17 B,1756.614279222742
2019-01-20 18 B,1948.1556341397932
2019-01-20 19 B,2168.182409696154
2019-01-20 20 B,2205.0032932861
2019-01-20 21 B,2195.410625337939
2019-01-20 22 B,2166.246729389871
2019-01-20 23 B,2087.685119843579
2019-01-20 24 B,2017.9548110720207
2019-01-21 01 B,1658.175283022256
2019-01-21 02 B,1537.7668170676081
2019-01-21 03 B,1494.479678513154
2019-01-21 04 B,1499.7849003216434
2019-01-21 05 B,1646.6428563699283
2019-01-21 06 B,1761.9411721846654
2019-01-21 07 B,2078.294497083501
2019-01-21 08 B,2524.3521095192036
2019-01-21 09 B,2524.3521095192036
2019-01-21 10 B,2369.755430093986
2019-01-21 11 B,2292.1996288743644
2019-01-21 12 B,2010.423552598957
2019-01-21 13 B,1930.8792003502476
2019-01-21 14 B,1840.7253163689775
2019-01-21 15 B,1760.9269977674905
2019-01-21 16 B,1736.5705389273362
2019-01-21 17 B,1773.6052126133598
2019-01-21 18 B,1973.3823385124008
2019-01-21 19 B,2276.1797937943693
2019-01-21 20 B,2337.0778524050725
2019-01-21 21 B,2331.778657879616
2019-01-21 22 B,2323.047159255998
2019-01-21 23 B,2213.91958932683
2019-01-21 24 B,2091.8121127030786
2019-01-22 01 B,1729.4142585376103
2019-01-22 02 B,1595.2493863987404
2019-01-22 03 B,1514.4933284118897
2019-01-22 04 B,1528.1089286968497
2019-01-22 05 B,1669.11217024866
2019-01-22 06 B,1777.9332642710813
2019-01-22 07 B,2087.2794919071453
2019-01-22 08 B,2524.3521095192036
2019-01-22 09 B,2524.3521095192036
2019-01-22 10 B,2369.755430093986
2019-01-22 11 B,2292.1996288743644
2019-01-22 12 B,2010.423552598957
2019-01-22 13 B,1930.8792003502476
2019-01-22 14 B,1840.7253163689775
2019-01-22 15 B,1760.9269977674905
2019-01-22 16 B,1736.5705389273362
2019-01-22 17 B,1773.6052126133598
2019-01-22 18 B,1973.3823385124008
2019-01-22 19 B,2276.1797937943693
2019-01-22 20 B,2337.0778524050725
2019-01-22 21 B,2331.778657879616
2019-01-22 22 B,2323.047159255998
2019-01-22 23 B,2213.91958932683
2019-01-22 24 B,2091.8121127030786
2019-01-23 01 B,1739.3097466057213
2019-01-23 02 B,1605.1448744668514
2019-01-23 03 B,1517.9470349072017
2019-01-23 04 B,1531.5626351921617
2019-01-23 05 B,1671.0625356506062
2019-01-23 06 B,1779.8836296730274
2019-01-23 07 B,2089.2298573090916
2019-01-23 08 B,2526.30247492115
2019-01-23 09 B,2526.30247492115
2019-01-23 10 B,2371.7057954959323
2019-01-23 11 B,2294.1499942763107
2019-01-23 12 B,2012.3739180009031
2019-01-23 13 B,1932.8295657521937
2019-01-23 14 B,1842.6756817709236
2019-01-23 15 B,1762.8773631694366
2019-01-23 16 B,1738.5209043292823
2019-01-23 17 B,1775.5555780153059
2019-01-23 18 B,1966.485885845158
2019-01-23 19 B,2269.2833411271267
2019-01-23 20 B,2330.18139973783
2019-01-23 21 B,2324.8822052123733
2019-01-23 22 B,2316.1507065887554
2019-01-23 23 B,2207.0231366595876
2019-01-23 24 B,2084.915660035836
2019-01-24 01 B,1707.2224028165501
2019-01-24 02 B,1573.0575306776802
2019-01-24 03 B,1485.8596911180305
2019-01-24 04 B,1502.1431755380331
2019-01-24 05 B,1641.6430759964776
2019-01-24 06 B,1750.4641700188988
2019-01-24 07 B,2059.8103976549637
2019-01-24 08 B,2496.883015267022
2019-01-24 09 B,2496.883015267022
2019-01-24 10 B,2342.2863358418044
2019-01-24 11 B,2264.730534622183
2019-01-24 12 B,1982.9544583467746
2019-01-24 13 B,1903.4101060980652
2019-01-24 14 B,1813.256222116795
2019-01-24 15 B,1733.457903515308
2019-01-24 16 B,1709.1014446751537
2019-01-24 17 B,1746.1361183611773
2019-01-24 18 B,1924.5157927056266
2019-01-24 19 B,2227.3132479875962
2019-01-24 20 B,2288.2113065982994
2019-01-24 21 B,2282.912112072843
2019-01-24 22 B,2274.180613449225
2019-01-24 23 B,2177.6036770054598
2019-01-24 24 B,2055.496200381708
2019-01-25 01 B,1773.6285002763548
2019-01-25 02 B,1639.4636281374849
2019-01-25 03 B,1551.076898602204
2019-01-25 04 B,1563.662257762446
2019-01-25 05 B,1706.2091508300998
2019-01-25 06 B,1815.030244852521
2019-01-25 07 B,2120.6676079225563
2019-01-25 08 B,2557.7402255346146
2019-01-25 09 B,2559.9565775108194
2019-01-25 10 B,2405.359898085602
2019-01-25 11 B,2327.8040968659802
2019-01-25 12 B,2046.0280205905724
2019-01-25 13 B,1966.483668341863
2019-01-25 14 B,1876.992587433794
2019-01-25 15 B,1797.194268832307
2019-01-25 16 B,1772.8378099921526
2019-01-25 17 B,1809.8724836781762
2019-01-25 18 B,1984.4013621340966
2019-01-25 19 B,2284.734348819068
2019-01-25 20 B,2337.1218157153935
2019-01-25 21 B,2325.2494654352636
2019-01-25 22 B,2302.5363947255364
2019-01-25 23 B,2211.394067107797
2019-01-25 24 B,2115.381769810178
2019-01-26 01 B,1773.7691647659212
2019-01-26 02 B,1664.2234995162148
2019-01-26 03 B,1585.367068632599
2019-01-26 04 B,1597.952427792841
2019-01-26 05 B,1684.4807854713101
2019-01-26 06 B,1765.5218862208715
2019-01-26 07 B,2015.2336068040388
2019-01-26 08 B,2234.4549330363843
2019-01-26 09 B,2287.597762895693
2019-01-26 10 B,2267.165415416039
2019-01-26 11 B,2240.185238661996
2019-01-26 12 B,2050.992071842704
2019-01-26 13 B,1951.719249530067
2019-01-26 14 B,1863.498406375161
2019-01-26 15 B,1805.3145745693657
2019-01-26 16 B,1780.9581157292114
2019-01-26 17 B,1817.992789415235
2019-01-26 18 B,1958.0274615576884
2019-01-26 19 B,2178.054237114049
2019-01-26 20 B,2200.6778983553363
2019-01-26 21 B,2188.8055480752064
2019-01-26 22 B,2166.092477365479
2019-01-26 23 B,2110.627045644138
2019-01-26 24 B,2064.6360420064975
2019-01-27 01 B,1732.13751028617
2019-01-27 02 B,1622.5918450364634
2019-01-27 03 B,1561.3910839395621
2019-01-27 04 B,1573.976443099804
2019-01-27 05 B,1611.5525104360245
2019-01-27 06 B,1692.5936111855858
2019-01-27 07 B,1931.0954868218998
2019-01-27 08 B,2072.3831744135305
2019-01-27 09 B,2181.150844889932
2019-01-27 10 B,2185.038175922292
2019-01-27 11 B,2171.476466574828
2019-01-27 12 B,1982.2832997555372
2019-01-27 13 B,1907.7470985834725
2019-01-27 14 B,1826.4072927537616
2019-01-27 15 B,1777.8001235107797
2019-01-27 16 B,1755.37372984605
2019-01-27 17 B,1792.4084035320734
2019-01-27 18 B,1964.4710940348916
2019-01-27 19 B,2184.4978695912514
2019-01-27 20 B,2212.937956256609
2019-01-27 21 B,2203.3452883084483
2019-01-27 22 B,2174.18139236038
2019-01-27 23 B,2104.9941298370627
2019-01-27 24 B,2050.907018443383
2019-01-28 01 B,1664.6083879801379
2019-01-28 02 B,1555.7378092520519
2019-01-28 03 B,1512.4506706975978
2019-01-28 04 B,1516.9544049453648
2019-01-28 05 B,1646.0624987833207
2019-01-28 06 B,1761.360814598058
2019-01-28 07 B,2077.714139496892
2019-01-28 08 B,2504.2851445071183
2019-01-28 09 B,2504.2851445071183
2019-01-28 10 B,2361.7283492066695
2019-01-28 11 B,2291.9735392603043
2019-01-28 12 B,2015.9887006515287
2019-01-28 13 B,1936.4443484028193
2019-01-28 14 B,1859.0196974307805
2019-01-28 15 B,1779.2213788292936
2019-01-28 16 B,1754.8649199891393
2019-01-28 17 B,1791.8995936751628
2019-01-28 18 B,1946.727631885751
2019-01-28 19 B,2190.0460747631378
2019-01-28 20 B,2228.7414711968313
2019-01-28 21 B,2223.4422766713747
2019-01-28 22 B,2214.710778047757
2019-01-28 23 B,2138.518378063583
2019-01-28 24 B,2075.619800598334
2019-01-29 01 B,1689.3448645488531
2019-01-29 02 B,1566.7178796365451
2019-01-29 03 B,1485.9618216496945
2019-01-29 04 B,1498.7759343739322
2019-01-29 05 B,1622.0293137154135
2019-01-29 06 B,1730.8504077378348
2019-01-29 07 B,2040.1966353738987
2019-01-29 08 B,2446.7964151632677
2019-01-29 09 B,2446.7964151632677
2019-01-29 10 B,2304.239619862819
2019-01-29 11 B,2234.4848099164537
2019-01-29 12 B,1958.4999713076786
2019-01-29 13 B,1895.603842814962
2019-01-29 14 B,1818.1791918429233
2019-01-29 15 B,1738.3808732414363
2019-01-29 16 B,1714.024414401282
2019-01-29 17 B,1751.0590880873056
2019-01-29 18 B,1891.1383390701812
2019-01-29 19 B,2134.4567819475687
2019-01-29 20 B,2173.1521783812623
2019-01-29 21 B,2167.8529838558056
2019-01-29 22 B,2159.1214852321878
2019-01-29 23 B,2082.9290852480135
2019-01-29 24 B,2020.0305077827627
2019-01-30 01 B,1568.9204114538204
2019-01-30 02 B,1446.2934265415124
2019-01-30 03 B,1359.0955869818627
2019-01-30 04 B,1371.9096997061004
2019-01-30 05 B,1493.6597379542159
2019-01-30 06 B,1602.480831976637
2019-01-30 07 B,1911.827059612701
2019-01-30 08 B,2289.794698701939
2019-01-30 09 B,2289.794698701939
2019-01-30 10 B,2147.2379034014903
2019-01-30 11 B,2106.1152341552565
2019-01-30 12 B,1830.130395546481
2019-01-30 13 B,1767.2342670537644
2019-01-30 14 B,1689.8096160817256
2019-01-30 15 B,1610.0112974802387
2019-01-30 16 B,1585.6548386400843
2019-01-30 17 B,1622.689512326108
2019-01-30 18 B,1753.9219452397947
2019-01-30 19 B,1997.2403881171815
2019-01-30 20 B,2023.9130930198776
2019-01-30 21 B,2018.6138984944207
2019-01-30 22 B,2009.8823998708026
2019-01-30 23 B,1933.6899998866281
2019-01-30 24 B,1882.8141139523761
2019-01-31 01 B,1499.4076119931824
2019-01-31 02 B,1376.7806270808744
2019-01-31 03 B,1289.5827875212246
2019-01-31 04 B,1302.3969002454623
2019-01-31 05 B,1417.1577160002018
2019-01-31 06 B,1525.978810022623
2019-01-31 07 B,1835.325037658687
2019-01-31 08 B,2213.292676747925
2019-01-31 09 B,2213.292676747925
2019-01-31 10 B,2076.9405351508676
2019-01-31 11 B,2035.817865904634
2019-01-31 12 B,1759.8330272958588
2019-01-31 13 B,1696.9368988031422
2019-01-31 14 B,1619.5122478311034
2019-01-31 15 B,1539.7139292296165
2019-01-31 16 B,1515.3574703894622
2019-01-31 17 B,1552.3921440754857
2019-01-31 18 B,1648.4014933090887
2019-01-31 19 B,1891.7199361864755
2019-01-31 20 B,1918.3926410891715
2019-01-31 21 B,1913.0934465637147
2019-01-31 22 B,1904.3619479400966
2019-01-31 23 B,1828.169547955922
2019-01-31 24 B,1777.2936620216701
2019-02-01 01 B,1591.5936359654615
2019-02-01 02 B,1435.760657401692
2019-02-01 03 B,1355.474504320313
2019-02-01 04 B,1357.220816443429
2019-02-01 05 B,1437.3793756662822
2019-02-01 06 B,1554.0092086890727
2019-02-01 07 B,1903.0832549328215
2019-02-01 08 B,2262.4408399880936
2019-02-01 09 B,2262.4408399880936
2019-02-01 10 B,2093.510335833192
2019-02-01 11 B,2074.4387623152165
2019-02-01 12 B,1789.1542983057734
2019-02-01 13 B,1678.4524143167134
2019-02-01 14 B,1632.6200452420258
2019-02-01 15 B,1552.8217266405388
2019-02-01 16 B,1528.4652678003845
2019-02-01 17 B,1566.21174304416
2019-02-01 18 B,1698.3695750172833
2019-02-01 19 B,2060.9514950437465
2019-02-01 20 B,2121.4654149198595
2019-02-01 21 B,2075.039468111749
2019-02-01 22 B,2052.3263974020224
2019-02-01 23 B,1957.8091849577195
2019-02-01 24 B,1897.261517942054
2019-02-02 01 B,1581.5045627314867
2019-02-02 02 B,1446.1384978868493
2019-02-02 03 B,1375.3826434571354
2019-02-02 04 B,1377.1289555802514
2019-02-02 05 B,1433.8191186927063
2019-02-02 06 B,1504.896561205204
2019-02-02 07 B,1767.112091228735
2019-02-02 08 B,2002.1557323445923
2019-02-02 09 B,2053.0822102276966
2019-02-02 10 B,2024.692663035252
2019-02-02 11 B,1978.1055835837865
2019-02-02 12 B,1795.5875642469316
2019-02-02 13 B,1665.157210193944
2019-02-02 14 B,1589.1792941977508
2019-02-02 15 B,1530.9954623919555
2019-02-02 16 B,1506.6390035518011
2019-02-02 17 B,1544.3854787955765
2019-02-02 18 B,1656.1541186833078
2019-02-02 19 B,1915.0269615178838
2019-02-02 20 B,1954.29240213144
2019-02-02 21 B,1942.4200518513103
2019-02-02 22 B,1919.706981141583
2019-02-02 23 B,1851.492317570706
2019-02-02 24 B,1790.769150309163
2019-02-03 01 B,1572.4592873748913
2019-02-03 02 B,1437.093222530254
2019-02-03 03 B,1383.993037887254
2019-02-03 04 B,1385.7393500103701
2019-02-03 05 B,1392.0999890690641
2019-02-03 06 B,1463.177431581562
2019-02-03 07 B,1714.1831166582392
2019-02-03 08 B,1870.537455117941
2019-02-03 09 B,1977.088773618137
2019-02-03 10 B,1973.0189049377068
2019-02-03 11 B,1940.6059569082631
2019-02-03 12 B,1758.087937571408
2019-02-03 13 B,1652.3942046589927
2019-02-03 14 B,1584.6745596995072
2019-02-03 15 B,1536.0673904565253
2019-02-03 16 B,1513.6409967917957
2019-02-03 17 B,1551.387472035571
2019-02-03 18 B,1698.7476758185544
2019-02-03 19 B,1957.6205186531304
2019-02-03 20 B,2002.7023846907573
2019-02-03 21 B,1993.109716742597
2019-02-03 22 B,1963.9458207945283
2019-02-03 23 B,1877.0023018344184
2019-02-03 24 B,1808.1830268168353
2019-02-04 01 B,1528.0481895338542
2019-02-04 02 B,1393.3572112108372
2019-02-04 03 B,1358.170649110285
2019-02-04 04 B,1362.6943677945137
2019-02-04 05 B,1516.0259914805438
2019-02-04 06 B,1639.1330462956503
2019-02-04 07 B,2002.7247492618717
2019-02-04 08 B,2460.792079562896
2019-02-04 09 B,2460.792079562896
2019-02-04 10 B,2273.3522733799746
2019-02-04 11 B,2175.254582331998
2019-02-04 12 B,1889.9701183225552
2019-02-04 13 B,1779.2682343334952
2019-02-04 14 B,1701.3572775109378
2019-02-04 15 B,1621.558958909451
2019-02-04 16 B,1597.2025000692965
2019-02-04 17 B,1634.948975313072
2019-02-04 18 B,1779.4907519424735
2019-02-04 19 B,2172.0429649146026
2019-02-04 20 B,2241.0674765050935
2019-02-04 21 B,2235.768281979637
2019-02-04 22 B,2227.036783356019
2019-02-04 23 B,2118.551813317943
2019-02-04 24 B,1969.849546099495
2019-02-05 01 B,1611.3789837528232
2019-02-05 02 B,1455.5460051890536
2019-02-05 03 B,1382.8905236561047
2019-02-05 04 B,1395.7246208168042
2019-02-05 05 B,1543.2015300063597
2019-02-05 06 B,1659.8313630291502
2019-02-05 07 B,2011.027221373969
2019-02-05 08 B,2460.1095568513483
2019-02-05 09 B,2460.1095568513483
2019-02-05 10 B,2272.669750668427
2019-02-05 11 B,2174.57205962045
2019-02-05 12 B,1889.2875956110079
2019-02-05 13 B,1778.585711621948
2019-02-05 14 B,1700.6747547993905
2019-02-05 15 B,1620.8764361979036
2019-02-05 16 B,1596.5199773577492
2019-02-05 17 B,1634.2664526015246
2019-02-05 18 B,1778.8082292309261
2019-02-05 19 B,2171.360442203055
2019-02-05 20 B,2240.3849537935457
2019-02-05 21 B,2235.085759268089
2019-02-05 22 B,2226.354260644471
2019-02-05 23 B,2117.869290606395
2019-02-05 24 B,1969.1670233879477
2019-02-06 01 B,1619.324106418988
2019-02-06 02 B,1463.4911278552186
2019-02-06 03 B,1384.3938647494706
2019-02-06 04 B,1397.22796191017
2019-02-06 05 B,1543.2015300063597
2019-02-06 06 B,1659.8313630291502
2019-02-06 07 B,2011.027221373969
2019-02-06 08 B,2460.1095568513483
2019-02-06 09 B,2460.1095568513483
2019-02-06 10 B,2272.669750668427
2019-02-06 11 B,2174.57205962045
2019-02-06 12 B,1889.2875956110079
2019-02-06 13 B,1778.585711621948
2019-02-06 14 B,1700.6747547993905
2019-02-06 15 B,1620.8764361979036
2019-02-06 16 B,1596.5199773577492
2019-02-06 17 B,1634.2664526015246
2019-02-06 18 B,1778.8082292309261
2019-02-06 19 B,2171.360442203055
2019-02-06 20 B,2240.3849537935457
2019-02-06 21 B,2235.085759268089
2019-02-06 22 B,2226.354260644471
2019-02-06 23 B,2117.869290606395
2019-02-06 24 B,1969.1670233879477
2019-02-07 01 B,1627.2803415041717
2019-02-07 02 B,1471.4473629404022
2019-02-07 03 B,1392.3500998346542
2019-02-07 04 B,1405.1841969953537
2019-02-07 05 B,1551.1577650915433
2019-02-07 06 B,1667.7875981143338
2019-02-07 07 B,2018.9834564591526
2019-02-07 08 B,2473.0838011204746
2019-02-07 09 B,2473.0838011204746
2019-02-07 10 B,2285.643994937553
2019-02-07 11 B,2182.5282947056335
2019-02-07 12 B,1897.2438306961915
2019-02-07 13 B,1786.5419467071315
2019-02-07 14 B,1708.630989884574
2019-02-07 15 B,1628.8326712830872
2019-02-07 16 B,1604.4762124429328
2019-02-07 17 B,1642.2226876867082
2019-02-07 18 B,1786.7644643161098
2019-02-07 19 B,2179.316677288238
2019-02-07 20 B,2248.341188878729
2019-02-07 21 B,2243.0419943532725
2019-02-07 22 B,2234.3104957296546
2019-02-07 23 B,2125.8255256915786
2019-02-07 24 B,1977.1232584731313
2019-02-08 01 B,1670.8185513163332
2019-02-08 02 B,1514.9855727525637
2019-02-08 03 B,1434.6994196711846
2019-02-08 04 B,1447.2847788314266
2019-02-08 05 B,1593.9003033221334
2019-02-08 06 B,1710.530136344924
2019-02-08 07 B,2055.8953180226436
2019-02-08 08 B,2509.995662683966
2019-02-08 09 B,2512.212014660171
2019-02-08 10 B,2324.7722084772495
2019-02-08 11 B,2221.65650824533
2019-02-08 12 B,1936.3720442358872
2019-02-08 13 B,1825.6701602468272
2019-02-08 14 B,1748.4220064974709
2019-02-08 15 B,1668.623687895984
2019-02-08 16 B,1644.2672290558296
2019-02-08 17 B,1682.013704299605
2019-02-08 18 B,1814.1715362727284
2019-02-08 19 B,2176.753456299191
2019-02-08 20 B,2237.267376175304
2019-02-08 21 B,2225.395025895174
2019-02-08 22 B,2202.681955185447
2019-02-08 23 B,2108.164742741145
2019-02-08 24 B,2013.0634791974992
2019-02-09 01 B,1624.1751567369192
2019-02-09 02 B,1488.809091892282
2019-02-09 03 B,1418.053237462568
2019-02-09 04 B,1430.63859662281
2019-02-09 05 B,1514.5592711925367
2019-02-09 06 B,1585.6367137050345
2019-02-09 07 B,1844.143379162536
2019-02-09 08 B,2079.187020278393
2019-02-09 09 B,2132.329850137702
2019-02-09 10 B,2103.940302945258
2019-02-09 11 B,2057.353223493792
2019-02-09 12 B,1874.8352041569376
2019-02-09 13 B,1744.40485010395
2019-02-09 14 B,1668.4269341077568
2019-02-09 15 B,1610.2431023019615
2019-02-09 16 B,1585.8866434618071
2019-02-09 17 B,1623.6331187055825
2019-02-09 18 B,1735.4017585933138
2019-02-09 19 B,1994.2746014278898
2019-02-09 20 B,2033.540042041446
2019-02-09 21 B,2021.6676917613163
2019-02-09 22 B,1998.954621051589
2019-02-09 23 B,1930.739957480712
2019-02-09 24 B,1870.016790219169
2019-02-10 01 B,1598.8305699751731
2019-02-10 02 B,1463.4645051305358
2019-02-10 03 B,1410.364320487536
2019-02-10 04 B,1422.9496796477779
2019-02-10 05 B,1456.5408301637437
2019-02-10 06 B,1527.6182726762415
2019-02-10 07 B,1774.9150931868894
2019-02-10 08 B,1931.269431646591
2019-02-10 09 B,2040.0371021229923
2019-02-10 10 B,2035.967233442562
2019-02-10 11 B,2003.5542854131184
2019-02-10 12 B,1821.0362660762632
2019-02-10 13 B,1715.342533163848
2019-02-10 14 B,1647.6228882043624
2019-02-10 15 B,1599.0157189613806
2019-02-10 16 B,1576.589325296651
2019-02-10 17 B,1614.3358005404261
2019-02-10 18 B,1761.6960043234096
2019-02-10 19 B,2020.5688471579856
2019-02-10 20 B,2065.6507131956128
2019-02-10 21 B,2056.0580452474514
2019-02-10 22 B,2026.8941492993836
2019-02-10 23 B,1939.9506303392736
2019-02-10 24 B,1871.1313553216905
2019-02-11 01 B,1526.2070877683107
2019-02-11 02 B,1391.5161094452938
2019-02-11 03 B,1356.3295473447415
2019-02-11 04 B,1360.8532660289702
2019-02-11 05 B,1514.1848897150003
2019-02-11 06 B,1637.2919445301068
2019-02-11 07 B,2000.8836474963282
2019-02-11 08 B,2440.6574014179687
2019-02-11 09 B,2440.6574014179687
2019-02-11 10 B,2246.7498814908495
2019-02-11 11 B,2166.9457668222562
2019-02-11 12 B,1881.661302812814
2019-02-11 13 B,1770.959418823754
2019-02-11 14 B,1693.0484620011966
2019-02-11 15 B,1613.2501433997097
2019-02-11 16 B,1588.8936845595554
2019-02-11 17 B,1618.241277714064
2019-02-11 18 B,1745.2566401550475
2019-02-11 19 B,2118.2120548661633
2019-02-11 20 B,2202.1031622901187
2019-02-11 21 B,2196.803967764662
2019-02-11 22 B,2188.072469141044
2019-02-11 23 B,2087.684998177919
2019-02-11 24 B,1958.5795292204846
2019-02-12 01 B,1587.7397908726095
2019-02-12 02 B,1431.90681230884
2019-02-12 03 B,1359.2513307758911
2019-02-12 04 B,1372.0854279365906
2019-02-12 05 B,1519.562337126146
2019-02-12 06 B,1636.1921701489366
2019-02-12 07 B,1987.3880284937554
2019-02-12 08 B,2426.2354505858675
2019-02-12 09 B,2426.2354505858675
2019-02-12 10 B,2232.3279306587483
2019-02-12 11 B,2137.7688857155276
2019-02-12 12 B,1863.1269298794305
2019-02-12 13 B,1752.4250458903705
2019-02-12 14 B,1674.514089067813
2019-02-12 15 B,1594.7157704663261
2019-02-12 16 B,1570.3593116261718
2019-02-12 17 B,1599.7069047806804
2019-02-12 18 B,1726.722267221664
2019-02-12 19 B,2083.381703783645
2019-02-12 20 B,2158.300027202167
2019-02-12 21 B,2153.00083267671
2019-02-12 22 B,2144.2693340530923
2019-02-12 23 B,2043.8818630899664
2019-02-12 24 B,1914.7763941325331
2019-02-13 01 B,1558.185750625027
2019-02-13 02 B,1402.3527720612574
2019-02-13 03 B,1323.2555089555094
2019-02-13 04 B,1336.0896061162089
2019-02-13 05 B,1482.0631742123985
2019-02-13 06 B,1598.693007235189
2019-02-13 07 B,1949.8888655800079
2019-02-13 08 B,2396.321183346366
2019-02-13 09 B,2396.321183346366
2019-02-13 10 B,2212.995941122402
2019-02-13 11 B,2118.436896179181
2019-02-13 12 B,1843.7949403430846
2019-02-13 13 B,1715.3741900412142
2019-02-13 14 B,1652.4984261062102
2019-02-13 15 B,1572.7001075047233
2019-02-13 16 B,1548.343648664569
2019-02-13 17 B,1577.6912418190775
2019-02-13 18 B,1704.706604260061
2019-02-13 19 B,2055.5407326381014
2019-02-13 20 B,2130.459056056624
2019-02-13 21 B,2125.1598615311673
2019-02-13 22 B,2116.4283629075494
2019-02-13 23 B,2016.0408919444235
2019-02-13 24 B,1886.9354229869903
2019-02-14 01 B,1558.185750625027
2019-02-14 02 B,1402.3527720612574
2019-02-14 03 B,1323.2555089555094
2019-02-14 04 B,1336.0896061162089
2019-02-14 05 B,1482.0631742123985
2019-02-14 06 B,1598.693007235189
2019-02-14 07 B,1949.8888655800079
2019-02-14 08 B,2396.321183346366
2019-02-14 09 B,2396.321183346366
2019-02-14 10 B,2212.995941122402
2019-02-14 11 B,2118.436896179181
2019-02-14 12 B,1843.7949403430846
2019-02-14 13 B,1715.3741900412142
2019-02-14 14 B,1652.4984261062102
2019-02-14 15 B,1572.7001075047233
2019-02-14 16 B,1548.343648664569
2019-02-14 17 B,1577.6912418190775
2019-02-14 18 B,1704.706604260061
2019-02-14 19 B,2055.5407326381014
2019-02-14 20 B,2130.459056056624
2019-02-14 21 B,2125.1598615311673
2019-02-14 22 B,2116.4283629075494
2019-02-14 23 B,2016.0408919444235
2019-02-14 24 B,1886.9354229869903
2019-02-15 01 B,1522.4702984690398
