조건별분석,,,,,,,,
[검색조건],,,,,,,,
,분류: 지상,,,,,,,
"		165",목포,2013.4.27,13.3,19.9,13:00,6.9,5:56,13
"		165",목포,2013.4.28,17.4,22.3,14:55,12.2,5:41,10.1
"		165",목포,2013.4.29,14.6,19.5,8:21,10.2,23:55,9.3
"		165",목포,2013.4.30,11.9,18.1,12:43,7.3,4:57,10.8
"		165",목포,2013.5.1,11.2,15.3,14:35,8.2,3:34,7.1
"		165",목포,2013.5.2,11.4,15.2,14:42,7.4,4:13,7.8
"		165",목포,2013.5.3,12.8,18.7,15:30,8.8,4:51,9.9
"		165",목포,2013.5.4,13.3,18.8,13:36,9.6,23:22,9.2
"		165",목포,2013.5.5,13.5,20.9,15:19,7.9,4:59,13
"		165",목포,2013.5.6,14.5,20.6,15:18,8.6,5:01,12
"		165",목포,2013.5.7,15.9,21.3,14:14,10.6,5:44,10.7
"		165",목포,2013.5.8,17.9,26.2,14:23,11.9,6:02,14.3
"		165",목포,2013.5.9,17.6,22.8,15:03,14.4,3:43,8.4
"		165",목포,2013.5.10,13.4,16.4,8:18,11.2,21:50,5.2
"		165",목포,2013.5.11,16.1,21.4,16:24,11.2,0:55,10.2
"		165",목포,2013.5.12,18.5,24.6,14:42,13.7,3:58,10.9
"		165",목포,2013.5.13,19.5,26,16:44,14.9,3:29,11.1
"		165",목포,2013.5.14,19.9,24.3,11:47,14.5,5:48,9.8
"		165",목포,2013.5.15,18.1,22.6,12:56,13.2,23:32,9.4
"		165",목포,2013.5.16,19.1,24.9,15:52,12.9,1:22,12
"		165",목포,2013.5.17,17.1,24.3,15:55,12.9,5:58,11.4
"		165",목포,2013.5.18,18.6,24.7,12:54,12.5,5:31,12.2
"		165",목포,2013.5.19,15.4,17.4,0:01,12.9,23:37,4.5
"		165",목포,2013.5.20,15,17.2,18:13,12.8,0:30,4.4
"		165",목포,2013.5.21,17.9,23.4,14:34,11.1,6:32,12.3
"		165",목포,2013.5.22,20.3,26.9,15:10,14.6,5:31,12.3
"		165",목포,2013.5.23,20.7,28,16:21,15.7,6:08,12.3
"		165",목포,2013.5.24,20.7,27.4,13:55,15.7,5:34,11.7
"		165",목포,2013.5.25,21.6,27.3,14:07,16.2,5:37,11.1
"		165",목포,2013.5.26,21.8,24.5,13:05,18.9,5:00,5.6
"		165",목포,2013.5.27,19.7,22.5,3:36,17.7,5:54,4.8
"		165",목포,2013.5.28,19,21,14:29,16.8,22:26,4.2
"		165",목포,2013.5.29,16.5,18.7,13:58,15.6,6:58,3.1
"		165",목포,2013.5.30,18.3,23.4,14:00,15.7,3:41,7.7
"		165",목포,2013.5.31,18.1,23.3,16:40,14.5,6:15,8.8
"		165",목포,2013.6.1,18,20.9,16:37,16.2,23:25,4.7
"		165",목포,2013.6.2,18,23.4,14:31,13.9,3:39,9.5
"		165",목포,2013.6.3,19.2,25.3,15:51,15.9,1:03,9.4
"		165",목포,2013.6.4,21,27.5,12:46,16.9,3:00,10.6
"		165",목포,2013.6.5,21.3,26.3,14:26,16.8,5:23,9.5
"		165",목포,2013.6.6,22.4,27.6,14:48,17.8,5:39,9.8
"		165",목포,2013.6.7,22.7,27.5,14:05,18.6,3:43,8.9
"		165",목포,2013.6.8,22.1,24.7,10:31,19.6,5:22,5.1
"		165",목포,2013.6.9,23.8,28.8,13:46,20,6:29,8.8
"		165",목포,2013.6.10,22.7,24.8,10:36,20.9,23:44,3.9
"		165",목포,2013.6.11,21.7,25.3,10:10,19.9,3:53,5.4
"		165",목포,2013.6.12,20.1,22.1,14:54,18.9,23:58,3.2
"		165",목포,2013.6.13,20.8,23.8,14:31,18.6,0:51,5.2
"		165",목포,2013.6.14,20.7,22.9,17:01,18.8,2:36,4.1
"		165",목포,2013.6.15,22.7,27.1,13:07,20.4,4:09,6.7
"		165",목포,2013.6.16,22.8,26.6,12:47,19.6,2:59,7
"		165",목포,2013.6.17,23.4,26.5,15:23,20,4:25,6.5
"		165",목포,2013.6.18,22.3,22.9,0:01,21.7,22:02,1.2
"		165",목포,2013.6.19,22.3,26.5,16:09,20.7,7:22,5.8
"		165",목포,2013.6.20,23.8,28.2,17:13,20.2,3:32,8
"		165",목포,2013.6.21,23.7,26.8,15:00,21,23:58,5.8
"		165",목포,2013.6.22,22.8,26.5,14:43,20.4,4:38,6.1
"		165",목포,2013.6.23,21.2,22.2,0:01,19.8,22:11,2.4
"		165",목포,2013.6.24,22.3,26.4,12:59,18.4,5:01,8
"		165",목포,2013.6.25,20.9,23.9,10:58,19.5,5:11,4.4
"		165",목포,2013.6.26,22.4,27.4,13:45,19.4,4:30,8
"		165",목포,2013.6.27,22.7,26.7,12:51,19.9,4:53,6.8
"		165",목포,2013.6.28,23.4,27,13:54,19.8,4:53,7.2
"		165",목포,2013.6.29,24.2,29.4,14:01,20.2,5:42,9.2
"		165",목포,2013.6.30,24.4,30.2,13:41,20.3,5:08,9.9
"		165",목포,2013.7.1,25.7,29.1,12:20,21.9,2:24,7.2
"		165",목포,2013.7.2,26.1,28.5,16:46,24.2,0:01,4.3
"		165",목포,2013.7.3,24.2,26.5,2:10,22.8,11:18,3.7
"		165",목포,2013.7.4,23.8,24.8,10:13,23.2,22:44,1.6
"		165",목포,2013.7.5,23.6,26.6,16:11,22.1,21:26,4.5
"		165",목포,2013.7.6,23.3,25.4,16:46,21.7,5:08,3.7
"		165",목포,2013.7.7,23.9,25.3,23:49,22.3,4:27,3
"		165",목포,2013.7.8,25.6,27.6,10:06,24.4,22:16,3.2
"		165",목포,2013.7.9,25.5,28.5,13:00,23.8,6:01,4.7
"		165",목포,2013.7.10,25.8,28.9,12:45,23.2,5:19,5.7
"		165",목포,2013.7.11,26.6,31.1,14:28,24,5:52,7.1
"		165",목포,2013.7.12,26.7,30.4,15:48,23.5,3:28,6.9
"		165",목포,2013.7.13,28.2,31.6,13:12,25.6,6:01,6
"		165",목포,2013.7.14,27.9,30.7,16:12,25.9,2:52,4.8
"		165",목포,2013.7.15,27.5,30.9,14:28,25.8,23:59,5.1
"		165",목포,2013.7.16,27,29.9,14:47,25,3:19,4.9
"		165",목포,2013.7.17,27.4,30.4,14:02,25,4:26,5.4
"		165",목포,2013.7.18,27.3,30.5,14:01,24.3,5:34,6.2
"		165",목포,2013.7.19,27.9,33,14:11,24.6,5:55,8.4
"		165",목포,2013.7.20,28.1,31.7,13:12,25.6,5:32,6.1
"		165",목포,2013.7.21,27.2,29.4,15:20,25.8,5:42,3.6
"		165",목포,2013.7.22,27.2,30.2,11:20,25.3,5:29,4.9
"		165",목포,2013.7.23,26.8,29.6,16:53,25.3,22:55,4.3
"		165",목포,2013.7.24,26,28.2,13:26,24.1,23:52,4.1
"		165",목포,2013.7.25,25.9,29.6,16:36,23.2,2:35,6.4
"		165",목포,2013.7.26,26.7,30,13:36,24.4,3:05,5.6
"		165",목포,2013.7.27,27.2,31.6,15:05,24.3,3:00,7.3
"		165",목포,2013.7.28,27.9,32,14:57,26.1,1:36,5.9
"		165",목포,2013.7.29,26.8,28.8,15:53,25.4,9:08,3.4
"		165",목포,2013.7.30,28.3,32.3,14:22,26.1,4:25,6.2
"		165",목포,2013.7.31,27.6,31,14:28,25.7,9:42,5.3
"		165",목포,2013.8.1,28.5,32,15:50,26.4,6:02,5.6
"		165",목포,2013.8.2,27.9,31.3,13:12,26.3,2:06,5
"		165",목포,2013.8.3,27.9,31.6,13:50,26.4,5:45,5.2
"		165",목포,2013.8.4,27.8,31.7,12:53,24.8,7:44,6.9
"		165",목포,2013.8.5,27.1,31,14:36,23.8,7:05,7.2
"		165",목포,2013.8.6,28.7,33.4,13:11,25.1,2:48,8.3
"		165",목포,2013.8.7,29.2,33.7,15:28,26.6,4:00,7.1
"		165",목포,2013.8.8,29,33.1,13:15,25.7,5:42,7.4
"		165",목포,2013.8.9,29.9,34.9,14:59,26.1,4:49,8.8
"		165",목포,2013.8.10,29.9,34.6,11:28,26.8,4:43,7.8
"		165",목포,2013.8.11,28.5,33,12:00,26,4:30,7
"		165",목포,2013.8.12,28.3,32,14:22,25.7,2:10,6.3
"		165",목포,2013.8.13,27.9,32.3,15:11,24.7,5:38,7.6
"		165",목포,2013.8.14,28.2,32.4,15:30,24.3,6:16,8.1
"		165",목포,2013.8.15,28.4,32.9,10:24,25.2,6:02,7.7
"		165",목포,2013.8.16,28.7,33.1,13:13,25.2,5:35,7.9
"		165",목포,2013.8.17,29.2,33.2,13:04,25.3,3:53,7.9
"		165",목포,2013.8.18,29.2,33.9,13:29,26,5:57,7.9
"		165",목포,2013.8.19,29.4,34.6,11:15,25.7,5:57,8.9
"		165",목포,2013.8.20,28.9,34,13:14,25.4,5:19,8.6
"		165",목포,2013.8.21,29.9,36.9,13:56,25.3,6:06,11.6
"		165",목포,2013.8.22,29.5,36,12:20,26.5,4:45,9.5
"		165",목포,2013.8.23,26.6,28.2,17:12,25,11:09,3.2
"		165",목포,2013.8.24,25,26.3,0:01,24.2,23:54,2.1
"		165",목포,2013.8.25,25.9,31,11:56,21.7,2:51,9.3
"		165",목포,2013.8.26,25.8,30.2,12:32,23.2,3:49,7
"		165",목포,2013.8.27,26,31,14:02,22.4,5:28,8.6
"		165",목포,2013.8.28,26.8,31.9,13:46,22.9,6:10,9
"		165",목포,2013.8.29,26.7,31.7,12:26,21.9,21:32,9.8
"		165",목포,2013.8.30,24.2,28.9,15:46,22.2,5:46,6.7
"		165",목포,2013.8.31,24,27.7,13:32,21.5,6:23,6.2
"		165",목포,2013.9.1,23.8,28.9,13:29,20,5:31,8.9
"		165",목포,2013.9.2,23.4,28.5,14:40,19.3,6:39,9.2
"		165",목포,2013.9.3,21.5,25.9,16:07,19.1,22:41,6.8
"		165",목포,2013.9.4,21.9,27,14:17,17.9,6:35,9.1
"		165",목포,2013.9.5,21.7,25.3,12:42,18.5,4:11,6.8
"		165",목포,2013.9.6,19,21.7,0:02,17.6,18:49,4.1
"		165",목포,2013.9.7,20.7,25.3,15:25,18,0:01,7.3
"		165",목포,2013.9.8,22.4,27.7,14:44,18.5,0:02,9.2
"		165",목포,2013.9.9,22.7,27.8,12:50,18.7,6:20,9.1
"		165",목포,2013.9.10,24.2,28.5,13:57,20.3,6:35,8.2
"		165",목포,2013.9.11,23.4,26.4,14:27,22.2,4:30,4.2
"		165",목포,2013.9.12,22.6,25.3,14:42,20.8,6:51,4.5
"		165",목포,2013.9.13,26.1,30,13:26,22.7,4:53,7.3
"		165",목포,2013.9.14,22.4,25.1,15:52,20.5,7:28,4.6
"		165",목포,2013.9.15,23.1,27.3,12:41,19.7,5:04,7.6
"		165",목포,2013.9.16,21.7,26.2,13:50,18.3,6:30,7.9
"		165",목포,2013.9.17,21.9,26.8,14:12,17.3,6:16,9.5
"		165",목포,2013.9.18,23.6,29,11:21,19.2,6:05,9.8
"		165",목포,2013.9.19,24.1,29.8,14:41,20.4,4:48,9.4
"		165",목포,2013.9.20,23.2,28.2,14:43,19.2,6:00,9
"		165",목포,2013.9.21,23.3,28.6,12:57,19.5,5:15,9.1
"		165",목포,2013.9.22,24.9,31.6,13:35,20.4,3:33,11.2
"		165",목포,2013.9.23,24.6,30.4,13:40,20.7,6:40,9.7
"		165",목포,2013.9.24,23.1,27.7,10:22,20.4,5:49,7.3
"		165",목포,2013.9.25,19.4,22.9,12:44,17.4,6:30,5.5
"		165",목포,2013.9.26,18.3,24,12:32,14.2,5:58,9.8
"		165",목포,2013.9.27,19.6,25.3,14:54,13.3,4:56,12
"		165",목포,2013.9.28,20.9,24,12:38,18.3,5:05,5.7
"		165",목포,2013.9.29,21.9,25.5,10:51,20.4,23:55,5.1
"		165",목포,2013.9.30,21.8,26.6,14:56,19.5,4:05,7.1
"		165",목포,2013.10.1,21.6,27.5,11:38,18.7,6:06,8.8
"		165",목포,2013.10.2,19.5,24.5,12:37,17.1,20:26,7.4
"		165",목포,2013.10.3,17.2,24.2,13:52,12.6,6:05,11.6
"		165",목포,2013.10.4,17.6,26,13:45,11.8,6:50,14.2
"		165",목포,2013.10.5,20.1,26.1,12:01,14.2,5:11,11.9
"		165",목포,2013.10.6,22.9,27.5,14:38,18.5,1:56,9
"		165",목포,2013.10.7,24.1,28,14:14,20.8,6:54,7.2
"		165",목포,2013.10.8,21.2,23.6,13:06,19.4,20:37,4.2
"		165",목포,2013.10.9,21,24.9,15:56,18,7:02,6.9
"		165",목포,2013.10.10,20.4,22.1,11:43,19.2,4:16,2.9
"		165",목포,2013.10.11,18.9,22.3,10:53,15.4,21:48,6.9
"		165",목포,2013.10.12,17.5,24.1,13:14,13.3,6:42,10.8
"		165",목포,2013.10.13,18.4,26.2,14:53,12,5:55,14.2
"		165",목포,2013.10.14,19.3,25.7,15:10,14.1,7:04,11.6
"		165",목포,2013.10.15,16.1,18.8,12:20,13.7,24:00:00,5.1
"		165",목포,2013.10.16,12.7,17.4,13:49,9.3,6:49,8.1
"		165",목포,2013.10.17,13.3,18.3,14:23,8.4,6:21,9.9
"		165",목포,2013.10.18,15.8,21.8,12:39,10.4,3:54,11.4
"		165",목포,2013.10.19,16.6,22.3,13:00,12.7,5:35,9.6
"		165",목포,2013.10.20,16.2,21.4,13:02,12.4,6:19,9
"		165",목포,2013.10.21,15.5,21.1,13:35,11.6,4:56,9.5
"		165",목포,2013.10.22,16.5,21.6,12:54,12.1,6:20,9.5
"		165",목포,2013.10.23,17.1,23.4,13:15,12.9,6:13,10.5
"		165",목포,2013.10.24,15.1,20.8,12:24,12.5,23:58,8.3
"		165",목포,2013.10.25,12.5,16.3,11:35,8.7,7:11,7.6
"		165",목포,2013.10.26,12.2,15.2,14:02,9,23:19,6.2
"		165",목포,2013.10.27,12.9,18.5,13:40,7.9,7:06,10.6
"		165",목포,2013.10.28,12.7,18.5,13:13,7.4,6:36,11.1
"		165",목포,2013.10.29,13.5,19.5,14:46,8.6,7:04,10.9
"		165",목포,2013.10.30,13.2,17.2,11:52,9.9,22:43,7.3
"		165",목포,2013.10.31,13.5,19.5,15:20,9.4,1:51,10.1
"		165",목포,2013.11.1,17,22.6,14:59,11.2,6:12,11.4
"		165",목포,2013.11.2,17.3,21.4,11:16,15.4,23:46,6
"		165",목포,2013.11.3,15,19.2,12:26,12.2,22:45,7
"		165",목포,2013.11.4,13.6,17.6,11:37,10.3,23:55,7.3
"		165",목포,2013.11.5,14.1,20.4,13:42,8.4,6:34,12
"		165",목포,2013.11.6,15.6,19.4,11:11,12.6,0:15,6.8
"		165",목포,2013.11.7,14.3,18.7,12:32,8.9,23:52,9.8
"		165",목포,2013.11.8,12.5,18.3,15:31,7.6,7:24,10.7
"		165",목포,2013.11.9,14.7,18.5,20:52,11.2,1:52,7.3
"		165",목포,2013.11.10,10.3,17.4,0:30,7.4,20:21,10
"		165",목포,2013.11.11,8,10.2,11:56,6.5,8:25,3.7
"		165",목포,2013.11.12,8,11.6,12:53,5.6,7:39,6
"		165",목포,2013.11.13,7.6,12.8,14:57,3.8,7:08,9
"		165",목포,2013.11.14,8.2,13.3,12:28,3.3,5:59,10
"		165",목포,2013.11.15,10.4,15.7,12:18,7.5,22:02,8.2
"		165",목포,2013.11.16,10.7,15.8,13:55,5.1,6:58,10.7
"		165",목포,2013.11.17,9.1,13.3,0:48,3.9,23:36,9.4
"		165",목포,2013.11.18,4.5,6.4,13:50,1.8,19:34,4.6
"		165",목포,2013.11.19,5.1,7.5,10:27,2.2,0:01,5.3
"		165",목포,2013.11.20,6.4,9.3,14:35,3.8,0:19,5.5
"		165",목포,2013.11.21,7.5,11.1,14:51,4.9,0:01,6.2
"		165",목포,2013.11.22,8,11.9,13:59,5.9,20:42,6
"		165",목포,2013.11.23,8.2,13.3,14:54,3.4,7:08,9.9
"		165",목포,2013.11.24,11.1,14.3,22:08,7.2,6:43,7.1
"		165",목포,2013.11.25,8.5,12.3,1:44,5.9,23:00,6.4
"		165",목포,2013.11.26,7,9.7,13:54,3.3,7:36,6.4
"		165",목포,2013.11.27,4.2,9.6,6:50,-0.4,23:36,10
"		165",목포,2013.11.28,0.9,3.9,13:37,-0.9,4:14,4.8
"		165",목포,2013.11.29,4.2,7,15:42,0.3,1:24,6.7
"		165",목포,2013.11.30,6.2,11.6,14:14,2,5:40,9.6
"		165",목포,2013.12.1,6.2,11.3,13:57,3.7,23:25,7.6
"		165",목포,2013.12.2,6,10.8,12:56,3.1,2:42,7.7
"		165",목포,2013.12.3,7.2,10.7,12:35,3.4,7:24,7.3
"		165",목포,2013.12.4,7.5,12.2,13:59,5.2,24:00:00,7
"		165",목포,2013.12.5,6,9.8,16:04,1.4,6:07,8.4
"		165",목포,2013.12.6,6.3,10,14:13,2,23:57,8
"		165",목포,2013.12.7,5.5,11.9,14:49,0.7,7:39,11.2
"		165",목포,2013.12.8,7.5,14.5,15:39,1.1,7:30,13.4
"		165",목포,2013.12.9,8.5,12.8,11:54,4.9,23:32,7.9
"		165",목포,2013.12.10,4.9,6.1,11:44,4.4,5:09,1.7
"		165",목포,2013.12.11,3.4,6.6,7:29,0.3,19:45,6.3
"		165",목포,2013.12.12,4.9,9.8,14:18,-0.2,6:55,10
"		165",목포,2013.12.13,1.7,4.8,0:01,-1.1,20:10,5.9
"		165",목포,2013.12.14,5.1,7.1,13:48,-0.9,0:01,8
"		165",목포,2013.12.15,2.4,6.2,13:50,-0.3,21:31,6.5
"		165",목포,2013.12.16,1.1,3.5,14:37,-1.4,4:14,4.9
"		165",목포,2013.12.17,3.3,5.6,12:23,0.5,6:59,5.1
"		165",목포,2013.12.18,5.1,9.8,12:31,2.6,7:55,7.2
"		165",목포,2013.12.19,1,3.7,0:03,-1.3,18:08,5
"		165",목포,2013.12.20,2.2,4.5,15:29,-0.2,21:49,4.7
"		165",목포,2013.12.21,2.4,5.5,14:58,0,23:27,5.5
"		165",목포,2013.12.22,2.2,6.3,14:03,-1.1,3:49,7.4
"		165",목포,2013.12.23,2.9,6.7,12:12,-0.2,23:54,6.9
"		165",목포,2013.12.24,2.5,8.5,13:55,-0.9,6:29,9.4
"		165",목포,2013.12.25,1.5,5.3,13:27,-2.2,6:47,7.5
"		165",목포,2013.12.26,2.4,6,15:35,-0.4,22:59,6.4
"		165",목포,2013.12.27,0.3,2,12:01,-0.7,4:40,2.7
"		165",목포,2013.12.28,-0.9,2.1,13:21,-2.5,22:33,4.6
"		165",목포,2013.12.29,0.6,4.1,14:35,-2.7,3:31,6.8
"		165",목포,2013.12.30,4.6,7.9,14:52,0,0:07,7.9
"		165",목포,2013.12.31,6.9,11.9,11:30,1.9,7:43,10
"		165",목포,2014.1.1,6.1,9.3,13:25,3.2,7:06,6.1
"		165",목포,2014.1.2,4.1,9.9,15:34,0.8,8:10,9.1
"		165",목포,2014.1.3,4.9,12.2,14:43,0.1,5:46,12.1
"		165",목포,2014.1.4,2.7,6,12:03,-1.2,23:56,7.2
"		165",목포,2014.1.5,1,6.3,13:20,-2.7,6:33,9
"		165",목포,2014.1.6,2,8.5,15:28,-1.9,8:04,10.4
"		165",목포,2014.1.7,4,9.3,14:03,-0.7,3:18,10
"		165",목포,2014.1.8,2.7,5,0:01,0.2,23:28,4.8
"		165",목포,2014.1.9,-2.1,0.2,0:01,-4.9,24:00:00,5.1
"		165",목포,2014.1.10,-1.1,3.2,13:39,-5.9,4:50,9.1
"		165",목포,2014.1.11,1,5.3,14:01,-2.1,6:48,7.4
"		165",목포,2014.1.12,1.5,6.6,13:50,-0.6,7:15,7.2
"		165",목포,2014.1.13,-1.5,1.9,12:49,-4.3,7:59,6.2
"		165",목포,2014.1.14,-1.6,4.2,14:04,-6.6,7:59,10.8
"		165",목포,2014.1.15,-0.7,5.2,14:42,-4.3,7:47,9.5
"		165",목포,2014.1.16,0.3,6.3,14:30,-3.5,5:42,9.8
"		165",목포,2014.1.17,1.9,7,15:19,-2,7:57,9
"		165",목포,2014.1.18,1.3,4.1,10:52,-0.5,23:59,4.6
"		165",목포,2014.1.19,0.6,4.5,15:49,-4.1,7:55,8.6
"		165",목포,2014.1.20,3.1,6.8,12:24,-0.3,22:23,7.1
"		165",목포,2014.1.21,-1,0.1,14:10,-2.1,3:30,2.2
"		165",목포,2014.1.22,0.1,4.7,15:54,-2.5,7:44,7.2
"		165",목포,2014.1.23,1,6.6,15:18,-4,7:39,10.6
"		165",목포,2014.1.24,7.4,13.6,14:38,0.6,0:01,13
"		165",목포,2014.1.25,9.3,13.6,6:55,3.4,23:58,10.2
"		165",목포,2014.1.26,1.1,4.7,14:40,-2.3,23:51,7
"		165",목포,2014.1.27,2.2,9.3,16:14,-4.3,8:02,13.6
"		165",목포,2014.1.28,3,7.7,11:19,-2.1,23:57,9.8
"		165",목포,2014.1.29,4.9,13.5,15:32,-4.3,4:58,17.8
"		165",목포,2014.1.30,6.8,8.7,9:35,3.1,23:57,5.6
"		165",목포,2014.1.31,5.9,12.5,16:00,-0.6,7:36,13.1
"		165",목포,2014.2.1,12.4,19.1,14:58,6,7:04,13.1
"		165",목포,2014.2.2,8,13.6,0:01,5.1,23:59,8.5
"		165",목포,2014.2.3,1.5,5.2,1:23,-2.5,23:12,7.7
"		165",목포,2014.2.4,-3.1,-1.1,11:11,-4.7,23:56,3.6
"		165",목포,2014.2.5,-2.2,1.4,15:34,-5,7:16,6.4
"		165",목포,2014.2.6,0.6,5,14:37,-1.9,6:06,6.9
"		165",목포,2014.2.7,3.4,7.2,14:45,0.2,4:32,7
"		165",목포,2014.2.8,2.8,4,16:34,1.1,23:43,2.9
"		165",목포,2014.2.9,0.3,1.6,0:44,-0.9,19:52,2.5
"		165",목포,2014.2.10,1.1,3.7,13:30,-1.7,5:58,5.4
"		165",목포,2014.2.11,2.7,7.9,15:11,0.1,4:25,7.8
"		165",목포,2014.2.12,2.5,6.7,14:05,-0.2,23:56,6.9
"		165",목포,2014.2.13,2.6,6.9,14:16,-1.2,4:43,8.1
"		165",목포,2014.2.14,4,9.4,15:35,0.5,7:21,8.9
"		165",목포,2014.2.15,2.8,8.5,14:55,-1.8,7:51,10.3
"		165",목포,2014.2.16,4.9,11.9,15:47,-0.4,2:58,12.3
"		165",목포,2014.2.17,5.5,7,10:24,4,23:15,3
"		165",목포,2014.2.18,4.2,7.7,13:45,2,23:55,5.7
"		165",목포,2014.2.19,3.2,7.9,14:24,0.3,1:57,7.6
"		165",목포,2014.2.20,2.2,7.2,12:28,-1.8,7:05,9
"		165",목포,2014.2.21,1.8,6.8,14:33,-2.9,7:27,9.7
"		165",목포,2014.2.22,2.6,9.5,14:12,-2.4,7:23,11.9
"		165",목포,2014.2.23,3.8,11.3,14:48,-1,5:24,12.3
"		165",목포,2014.2.24,5,12.9,14:51,-0.4,4:09,13.3
"		165",목포,2014.2.25,6.7,14,15:16,1.5,7:25,12.5
"		165",목포,2014.2.26,8,9.9,11:49,5.3,2:11,4.6
"		165",목포,2014.2.27,6.8,11.1,15:55,3.3,7:04,7.8
"		165",목포,2014.2.28,5.7,9.3,13:16,3.9,7:10,5.4
"		165",목포,2014.3.1,4.3,5.4,0:06,3.1,24:00:00,2.3
"		165",목포,2014.3.2,5.1,9.5,12:10,2.6,0:59,6.9
"		165",목포,2014.3.3,5.6,11.3,14:04,-0.3,6:58,11.6
"		165",목포,2014.3.4,6.1,11.1,13:03,2.3,4:29,8.8
"		165",목포,2014.3.5,3.3,6.3,11:41,1.1,23:21,5.2
"		165",목포,2014.3.6,2.3,6.2,13:07,-1.7,5:24,7.9
"		165",목포,2014.3.7,2.7,6.1,13:25,0.1,23:59,6
"		165",목포,2014.3.8,2.6,7.6,14:41,-2.3,7:07,9.9
"		165",목포,2014.3.9,3.6,7.8,13:56,1.3,5:28,6.5
"		165",목포,2014.3.10,2.6,7.9,14:39,-1.7,6:28,9.6
"		165",목포,2014.3.11,5.2,12.3,15:47,-1.4,6:49,13.7
"		165",목포,2014.3.12,8.7,12,16:16,5,2:23,7
"		165",목포,2014.3.13,4.5,6.8,0:01,3.5,21:02,3.3
"		165",목포,2014.3.14,4,8,15:31,2.3,9:30,5.7
"		165",목포,2014.3.15,7.8,13.6,15:17,1.7,3:16,11.9
"		165",목포,2014.3.16,11.8,17.4,14:07,7.3,3:57,10.1
"		165",목포,2014.3.17,13.3,18.1,11:54,10,0:01,8.1
"		165",목포,2014.3.18,9.2,13.8,0:01,5.2,22:39,8.6
"		165",목포,2014.3.19,8.6,14.1,15:52,4.6,4:54,9.5
"		165",목포,2014.3.20,6.5,9.4,12:16,4.6,22:24,4.8
"		165",목포,2014.3.21,6.2,10.3,14:28,3.5,24:00:00,6.8
"		165",목포,2014.3.22,8,13.3,14:49,2.3,5:27,11
"		165",목포,2014.3.23,9.2,16.1,15:34,3.4,7:05,12.7
"		165",목포,2014.3.24,11.8,18,15:13,3.9,6:33,14.1
"		165",목포,2014.3.25,13.7,14.9,11:51,12.9,5:15,2
"		165",목포,2014.3.26,11.5,15.4,17:00,8.5,22:39,6.9
"		165",목포,2014.3.27,10.3,16.3,15:53,5.5,6:27,10.8
"		165",목포,2014.3.28,15.2,22.1,13:19,8.2,6:20,13.9
"		165",목포,2014.3.29,14.7,16.4,2:34,13,24:00:00,3.4
"		165",목포,2014.3.30,10.2,13.9,14:47,7.1,23:24,6.8
"		165",목포,2014.3.31,11,17.5,16:16,6.7,4:14,10.8
"		165",목포,2014.4.1,12.5,19.6,15:05,6.6,6:24,13
"		165",목포,2014.4.2,13,20.5,14:15,8.4,6:30,12.1
"		165",목포,2014.4.3,9.8,16.9,12:41,6.8,20:53,10.1
"		165",목포,2014.4.4,7.7,11.4,13:10,5.7,6:31,5.7
"		165",목포,2014.4.5,6.9,10.6,12:36,5.2,22:00,5.4
"		165",목포,2014.4.6,8.3,12.3,13:55,5.2,0:01,7.1
"		165",목포,2014.4.7,10.3,16.2,14:42,5.6,5:22,10.6
"		165",목포,2014.4.8,11.6,18.5,15:40,5.7,6:47,12.8
"		165",목포,2014.4.9,10.7,14.7,15:33,6.7,5:16,8
"		165",목포,2014.4.10,11.7,17.3,16:08,8.3,3:45,9
"		165",목포,2014.4.11,14.3,20.1,14:06,10.7,6:48,9.4
"		165",목포,2014.4.12,14.7,19.8,17:01,11.5,5:12,8.3
"		165",목포,2014.4.13,13.3,17.4,12:57,11,23:57,6.4
"		165",목포,2014.4.14,13.6,20,13:49,8.7,5:40,11.3
"		165",목포,2014.4.15,13.8,18.5,13:10,8.3,6:35,10.2
"		165",목포,2014.4.16,15.3,20.9,12:32,11.5,3:26,9.4
"		165",목포,2014.4.17,13.6,16.8,11:44,12.6,22:20,4.2
"		165",목포,2014.4.18,13.3,15.1,16:27,12.5,3:56,2.6
"		165",목포,2014.4.19,13.7,16.9,16:46,11.1,2:38,5.8
"		165",목포,2014.4.20,14.1,18.5,15:33,11.3,5:57,7.2
"		165",목포,2014.4.21,14.2,20.1,13:26,10,5:36,10.1
"		165",목포,2014.4.22,14.6,20,13:39,11.1,23:57,8.9
"		165",목포,2014.4.23,15.4,23.4,13:15,9.2,6:18,14.2
"		165",목포,2014.4.24,17.7,24.9,14:58,11.6,4:19,13.3
"		165",목포,2014.4.25,17.6,24.4,13:49,10.8,5:37,13.6
"		165",목포,2014.4.26,17.4,22.1,13:34,13,5:03,9.1
"		165",목포,2014.4.27,15.5,17.2,1:47,14.1,21:26,3.1
"		165",목포,2014.4.28,14.2,16,12:32,13.4,15:57,2.6
"		165",목포,2014.4.29,13.2,14.8,12:31,11.6,22:34,3.2
"		165",목포,2014.4.30,13.4,18,11:09,10.8,23:48,7.2
"		165",목포,2014.5.1,15.4,20.3,13:58,10.6,0:26,9.7
"		165",목포,2014.5.2,15.6,23.3,14:29,12,5:44,11.3
"		165",목포,2014.5.3,13.4,19.3,14:36,10,5:50,9.3
"		165",목포,2014.5.4,13.6,20,14:16,9.6,2:20,10.4
